 ,Greedy,WeightedA*,A*,Dijkstras, ,Greedy,WeightedA*,A*,Dijkstras
Time:,0.30516719818115234,0.5043249130249023,0.6642739772796631,0.6735899448394775,Traffic:,428,414,402,401
Time:,0.6812140941619873,1.045440673828125,2.298232078552246,2.411252021789551,Traffic:,693,667,639,639
Time:,0.7024803161621094,1.0701417922973633,2.337585210800171,2.4523227214813232,Traffic:,87,87,82,82
Time:,1.2323110103607178,1.7737979888916016,3.651860237121582,3.7316207885742188,Traffic:,347,267,234,234
Time:,1.3252630233764648,1.8597419261932373,3.7531323432922363,3.833056926727295,Traffic:,199,199,199,199
Time:,1.373979091644287,1.9107739925384521,3.8165273666381836,3.8962841033935547,Traffic:,232,232,232,232
Time:,1.4174273014068604,1.9580459594726562,3.9070193767547607,3.991032123565674,Traffic:,154,154,154,154
Time:,1.4443464279174805,1.9843111038208008,3.974370002746582,4.07699990272522,Traffic:,106,106,101,101
Time:,1.4917504787445068,2.0351510047912598,4.087066650390625,4.19284462928772,Traffic:,191,191,191,191


Time:,0.0016748905181884766,0.002045869827270508,0.0014591217041015625,0.001421213150024414,Traffic:,21,21,21,21
Time:,0.009972095489501953,0.010059833526611328,0.008793115615844727,0.01040506362915039,Traffic:,30,30,30,30
Time:,0.04434323310852051,0.052339792251586914,0.05450606346130371,0.05649518966674805,Traffic:,76,68,59,59
Time:,0.07801008224487305,0.0894627571105957,0.10337114334106445,0.10658836364746094,Traffic:,111,90,90,90
Time:,0.1042790412902832,0.11441469192504883,0.15030527114868164,0.15654635429382324,Traffic:,104,104,104,104
Time:,0.12532401084899902,0.13569068908691406,0.18128705024719238,0.18859028816223145,Traffic:,77,77,77,77
Time:,0.16446495056152344,0.17598867416381836,0.26425814628601074,0.27733945846557617,Traffic:,116,116,116,116
Time:,0.3264951705932617,0.4509158134460449,0.6549191474914551,0.6610713005065918,Traffic:,365,356,352,351
Time:,0.7032380104064941,0.9481790065765381,2.263353109359741,2.3978371620178223,Traffic:,699,637,592,592
Time:,0.7239952087402344,0.9701998233795166,2.3036952018737793,2.439573049545288,Traffic:,85,85,84,84
Time:,1.2532322406768799,1.638535737991333,3.382786989212036,3.639112949371338,Traffic:,341,236,212,212
Time:,1.3463032245635986,1.7318446636199951,3.486370086669922,3.739696741104126,Traffic:,185,185,185,185
Time:,1.3962740898132324,1.7830686569213867,3.5465219020843506,3.80483078956604,Traffic:,212,212,211,211
Time:,1.4425041675567627,1.8331875801086426,3.637660026550293,3.899237871170044,Traffic:,146,146,146,146
Time:,1.469759225845337,1.861879587173462,3.699214220046997,3.967061996459961,Traffic:,125,125,121,121
Time:,1.515754222869873,1.9126667976379395,3.793826103210449,4.074566841125488,Traffic:,175,175,155,155


Time:,0.0018939971923828125,0.0015189647674560547,0.001386880874633789,0.0014209747314453125,Traffic:,4,4,4,4
Time:,0.010231971740722656,0.010179996490478516,0.008813858032226562,0.00950002670288086,Traffic:,54,54,54,54
Time:,0.04427790641784668,0.04563403129577637,0.0569758415222168,0.0630650520324707,Traffic:,72,66,66,66
Time:,0.07794380187988281,0.09088611602783203,0.10895276069641113,0.1161041259765625,Traffic:,119,99,92,92
Time:,0.10269594192504883,0.12356233596801758,0.15571856498718262,0.16730499267578125,Traffic:,97,97,91,91
Time:,0.12217283248901367,0.14453840255737305,0.1864914894104004,0.20061802864074707,Traffic:,64,64,64,64
Time:,0.1629328727722168,0.18422245979309082,0.2731947898864746,0.28778862953186035,Traffic:,146,146,146,146
Time:,0.30097293853759766,0.47736358642578125,0.6688506603240967,0.680579662322998,Traffic:,431,390,387,390
Time:,0.674760103225708,1.1464405059814453,2.414287805557251,2.4530274868011475,Traffic:,651,654,618,618
Time:,0.6967971324920654,1.1701445579528809,2.4512157440185547,2.494135618209839,Traffic:,69,69,69,69
Time:,1.226341962814331,1.7787044048309326,3.5095298290252686,3.5648934841156006,Traffic:,393,269,208,209
Time:,1.3169658184051514,1.8722732067108154,3.611757755279541,3.66465163230896,Traffic:,207,207,207,207
Time:,1.36578369140625,1.9226853847503662,3.6726908683776855,3.729642868041992,Traffic:,228,228,221,221
Time:,1.411219835281372,1.9724202156066895,3.7653167247772217,3.823504686355591,Traffic:,182,182,182,182
Time:,1.4389958381652832,2.0009353160858154,3.814321756362915,3.8771286010742188,Traffic:,86,86,84,84
Time:,1.4874670505523682,2.0529935359954834,3.9165589809417725,3.9870855808258057,Traffic:,169,169,161,161


Time:,0.0019152164459228516,0.00156402587890625,0.0015010833740234375,0.0013229846954345703,Traffic:,16,16,16,16
Time:,0.01054525375366211,0.010128974914550781,0.009330987930297852,0.009556055068969727,Traffic:,43,43,43,43
Time:,0.04408454895019531,0.04839324951171875,0.054672956466674805,0.05625295639038086,Traffic:,55,55,55,55
Time:,0.07770347595214844,0.08238720893859863,0.10232973098754883,0.10307884216308594,Traffic:,135,105,105,104
Time:,0.10329532623291016,0.10859823226928711,0.15313076972961426,0.1517040729522705,Traffic:,98,98,98,98
Time:,0.1219644546508789,0.12792611122131348,0.18032097816467285,0.18117594718933105,Traffic:,52,52,52,52
Time:,0.1596965789794922,0.17296409606933594,0.28095388412475586,0.28902697563171387,Traffic:,112,112,112,111
Time:,0.3074955940246582,0.4789860248565674,0.7271130084991455,0.7219367027282715,Traffic:,405,378,378,377
Time:,0.7473235130310059,0.9812760353088379,2.3320939540863037,2.898404836654663,Traffic:,659,628,588,588
Time:,0.7828414440155029,1.0085599422454834,2.382652997970581,2.962815761566162,Traffic:,79,79,76,76
Time:,1.4318077564239502,1.5780587196350098,3.7714130878448486,4.379195690155029,Traffic:,333,210,192,192
Time:,1.5536117553710938,1.6942505836486816,3.9057869911193848,4.522192001342773,Traffic:,199,199,199,199
Time:,1.6208045482635498,1.7553696632385254,3.982901096343994,4.609315872192383,Traffic:,184,184,184,184
Time:,1.68546462059021,1.862424612045288,4.1078200340271,4.727298736572266,Traffic:,184,184,180,180
Time:,1.7170863151550293,1.8964998722076416,4.177223205566406,4.807211637496948,Traffic:,88,88,88,88
Time:,1.7778241634368896,1.9574110507965088,4.302439212799072,4.93403172492981,Traffic:,166,166,166,166


Time:,0.001859903335571289,0.0015568733215332031,0.0014050006866455078,0.0013272762298583984,Traffic:,5,5,5,5
Time:,0.012676000595092773,0.010551929473876953,0.010418176651000977,0.010405302047729492,Traffic:,50,50,50,50
Time:,0.04874777793884277,0.06515288352966309,0.07465219497680664,0.0737302303314209,Traffic:,67,67,65,64
Time:,0.08774900436401367,0.11543083190917969,0.12891840934753418,0.12950611114501953,Traffic:,126,118,109,109
Time:,0.11518120765686035,0.15047383308410645,0.18000435829162598,0.1872870922088623,Traffic:,104,104,104,104
Time:,0.14107441902160645,0.17469477653503418,0.2139134407043457,0.21996116638183594,Traffic:,78,78,78,78
Time:,0.18123745918273926,0.2145557403564453,0.30297350883483887,0.3114962577819824,Traffic:,142,142,136,136
Time:,0.31677842140197754,0.5049448013305664,0.6838424205780029,0.7024483680725098,Traffic:,447,432,413,413
Time:,0.6744234561920166,0.9414806365966797,2.3256642818450928,2.483180284500122,Traffic:,567,559,545,546
Time:,0.6957573890686035,0.9714095592498779,2.379916191101074,2.5329391956329346,Traffic:,98,98,93,93
Time:,1.231473445892334,1.6288084983825684,3.510479211807251,3.7662792205810547,Traffic:,332,221,212,213
Time:,1.3234994411468506,1.7188704013824463,3.6107120513916016,3.868021011352539,Traffic:,208,208,208,208
Time:,1.3737635612487793,1.7686042785644531,3.6716108322143555,3.928995132446289,Traffic:,180,180,180,180
Time:,1.4168355464935303,1.8211853504180908,3.7677016258239746,4.024749994277954,Traffic:,176,176,176,176
Time:,1.4465396404266357,1.8481073379516602,3.822875499725342,4.089789152145386,Traffic:,103,103,96,96
Time:,1.4949185848236084,1.9138903617858887,3.9486124515533447,4.220935821533203,Traffic:,155,155,152,152


Time:,0.00185394287109375,0.0015060901641845703,0.001361846923828125,0.002070903778076172,Traffic:,14,14,14,14
Time:,0.01176309585571289,0.012144804000854492,0.010557889938354492,0.01237797737121582,Traffic:,40,40,40,40
Time:,0.050411224365234375,0.05350804328918457,0.06191897392272949,0.07085895538330078,Traffic:,58,58,56,56
Time:,0.08848404884338379,0.1102292537689209,0.13156771659851074,0.14182281494140625,Traffic:,114,110,110,113
Time:,0.12243413925170898,0.1523134708404541,0.1923363208770752,0.2001199722290039,Traffic:,110,110,110,110
Time:,0.14551711082458496,0.1766204833984375,0.229966402053833,0.23912787437438965,Traffic:,63,63,63,63
Time:,0.19398808479309082,0.2319643497467041,0.33558130264282227,0.34276270866394043,Traffic:,132,132,132,132
Time:,0.3533768653869629,0.5949633121490479,0.8195762634277344,0.8384556770324707,Traffic:,448,426,415,415
Time:,0.783207893371582,1.47617506980896,3.1384224891662598,2.8114476203918457,Traffic:,732,677,640,640
Time:,0.8044979572296143,1.4971160888671875,3.175950527191162,2.8511695861816406,Traffic:,76,76,76,76
Time:,1.3211050033569336,2.1898112297058105,4.313035488128662,4.008136510848999,Traffic:,356,270,190,190
Time:,1.4126660823822021,2.2848033905029297,4.413347482681274,4.107884645462036,Traffic:,184,184,184,184
Time:,1.4620120525360107,2.3367252349853516,4.473489284515381,4.16930365562439,Traffic:,180,180,178,178
Time:,1.50539231300354,2.3868250846862793,4.566441297531128,4.26287055015564,Traffic:,149,149,149,149
Time:,1.5325212478637695,2.413109064102173,4.621458530426025,4.329966306686401,Traffic:,113,113,113,113
Time:,1.5807721614837646,2.461885929107666,4.715250492095947,4.427663326263428,Traffic:,179,179,179,179


Time:,0.0015299320220947266,0.0015099048614501953,0.002035856246948242,0.0013158321380615234,Traffic:,7,7,7,7
Time:,0.010573863983154297,0.009805917739868164,0.010107755661010742,0.009293794631958008,Traffic:,37,37,37,37
Time:,0.044881582260131836,0.049510955810546875,0.05521678924560547,0.058844566345214844,Traffic:,55,55,55,55
Time:,0.07816743850708008,0.08217692375183105,0.08878684043884277,0.09508228302001953,Traffic:,137,70,60,60
Time:,0.10406827926635742,0.10777997970581055,0.13602209091186523,0.1424713134765625,Traffic:,89,89,88,88
Time:,0.12480306625366211,0.12916207313537598,0.1681671142578125,0.17795634269714355,Traffic:,81,81,81,81
Time:,0.1649463176727295,0.17306208610534668,0.26099324226379395,0.27118539810180664,Traffic:,166,166,160,160
Time:,0.2992560863494873,0.4722137451171875,0.6432223320007324,0.6542205810546875,Traffic:,413,402,385,385
Time:,0.6649379730224609,1.0365958213806152,2.3661231994628906,2.4675064086914062,Traffic:,739,665,650,652
Time:,0.686671257019043,1.059964656829834,2.4121110439300537,2.5157275199890137,Traffic:,63,63,61,61
Time:,1.1975862979888916,1.5381815433502197,3.4832961559295654,3.654134511947632,Traffic:,334,221,206,208
Time:,1.2908072471618652,1.6264846324920654,3.5827322006225586,3.766559600830078,Traffic:,211,211,211,211
Time:,1.3393492698669434,1.6746766567230225,3.6437370777130127,3.82861065864563,Traffic:,244,244,241,241
Time:,1.3828792572021484,1.7340843677520752,3.738111972808838,3.9222257137298584,Traffic:,174,152,152,152
Time:,1.4102413654327393,1.7614424228668213,3.7859110832214355,3.974151849746704,Traffic:,88,88,88,88
Time:,1.459815502166748,1.81065034866333,3.8731770515441895,4.075908899307251,Traffic:,183,183,169,169


Time:,0.0015590190887451172,0.001851797103881836,0.0013878345489501953,0.0013289451599121094,Traffic:,9,9,9,9
Time:,0.009391069412231445,0.009920835494995117,0.00872182846069336,0.010199785232543945,Traffic:,55,55,55,55
Time:,0.04307198524475098,0.047702789306640625,0.05752897262573242,0.058859825134277344,Traffic:,62,59,54,54
Time:,0.07665038108825684,0.09140491485595703,0.11689400672912598,0.11863064765930176,Traffic:,133,131,116,116
Time:,0.10110235214233398,0.1158909797668457,0.16091299057006836,0.1644294261932373,Traffic:,82,82,82,82
Time:,0.12082624435424805,0.1400609016418457,0.19328093528747559,0.20092558860778809,Traffic:,78,78,78,78
Time:,0.1603691577911377,0.18448996543884277,0.27123355865478516,0.28533077239990234,Traffic:,143,133,125,125
Time:,0.29498887062072754,0.4799768924713135,0.6377127170562744,0.6529827117919922,Traffic:,451,409,405,405
Time:,0.654371976852417,1.0099737644195557,2.0967915058135986,2.196087598800659,Traffic:,675,633,594,595
Time:,0.6739037036895752,1.03165864944458,2.137991428375244,2.2388296127319336,Traffic:,81,81,81,81
Time:,1.1916248798370361,1.6432435512542725,3.3440582752227783,3.433316707611084,Traffic:,354,257,224,224
Time:,1.2842779159545898,1.733278512954712,3.443007230758667,3.5336787700653076,Traffic:,187,187,187,187
Time:,1.3324377536773682,1.7833285331726074,3.5000534057617188,3.594782829284668,Traffic:,178,178,178,178
Time:,1.3769047260284424,1.8336906433105469,3.5931081771850586,3.6897449493408203,Traffic:,179,179,179,179
Time:,1.4038989543914795,1.8597965240478516,3.647735357284546,3.7581121921539307,Traffic:,105,105,105,105
Time:,1.4532129764556885,1.9092543125152588,3.7352843284606934,3.8513522148132324,Traffic:,206,206,185,185


Time:,0.0016870498657226562,0.0015521049499511719,0.0015330314636230469,0.0014142990112304688,Traffic:,13,13,13,13
Time:,0.010786056518554688,0.009727001190185547,0.008842229843139648,0.009914398193359375,Traffic:,42,42,42,42
Time:,0.04430818557739258,0.04876589775085449,0.05442309379577637,0.05621933937072754,Traffic:,79,74,67,67
Time:,0.07756304740905762,0.09170675277709961,0.10711908340454102,0.1108243465423584,Traffic:,107,102,99,99
Time:,0.10400390625,0.1200416088104248,0.1576249599456787,0.16055941581726074,Traffic:,102,102,100,100
Time:,0.12485098838806152,0.14116358757019043,0.18775296211242676,0.19260239601135254,Traffic:,71,71,71,71
Time:,0.16364598274230957,0.1905815601348877,0.2757291793823242,0.285982608795166,Traffic:,157,157,149,149
Time:,0.2970137596130371,0.4465956687927246,0.660771369934082,0.6723675727844238,Traffic:,402,371,366,367
Time:,0.6568279266357422,0.9492628574371338,2.272200345993042,2.3339686393737793,Traffic:,691,608,601,601
Time:,0.678520917892456,0.9753129482269287,2.3166306018829346,2.381068468093872,Traffic:,105,105,104,104
Time:,1.1915454864501953,1.5520637035369873,3.6395103931427,3.724029541015625,Traffic:,307,223,199,197
Time:,1.293668508529663,1.6458258628845215,3.743394374847412,3.823798418045044,Traffic:,216,216,216,216
Time:,1.3514244556427002,1.6969518661499023,3.802354097366333,3.8872344493865967,Traffic:,201,201,192,192
Time:,1.3969194889068604,1.7482528686523438,3.890040397644043,3.9794204235076904,Traffic:,187,187,178,178
Time:,1.4242193698883057,1.7753398418426514,3.939770221710205,4.034967422485352,Traffic:,107,107,100,100
Time:,1.4702203273773193,1.8264060020446777,4.026005268096924,4.132891416549683,Traffic:,160,160,160,160


Time:,0.0025010108947753906,0.0014579296112060547,0.0013186931610107422,0.0019779205322265625,Traffic:,11,11,11,11
Time:,0.010540962219238281,0.00982213020324707,0.008701562881469727,0.009528875350952148,Traffic:,41,41,41,41
Time:,0.043875694274902344,0.05655026435852051,0.058107614517211914,0.06059002876281738,Traffic:,81,66,57,57
Time:,0.07934951782226562,0.09040617942810059,0.10758757591247559,0.1123969554901123,Traffic:,139,104,104,104
Time:,0.10471248626708984,0.11659026145935059,0.15068578720092773,0.15641212463378906,Traffic:,96,96,96,96
Time:,0.12322640419006348,0.13571810722351074,0.17890095710754395,0.1886911392211914,Traffic:,63,63,63,63
Time:,0.16286444664001465,0.18079805374145508,0.26985979080200195,0.28113508224487305,Traffic:,149,149,147,147
Time:,0.30224061012268066,0.36272406578063965,0.6341238021850586,0.6512370109558105,Traffic:,374,322,322,324
Time:,0.6705756187438965,0.9835629463195801,2.0597050189971924,2.543825149536133,Traffic:,630,596,568,568
Time:,0.6949138641357422,1.0094151496887207,2.1057519912719727,2.588017225265503,Traffic:,83,83,83,83
Time:,1.342996597290039,1.7176852226257324,3.2612099647521973,3.9872491359710693,Traffic:,304,226,172,175
Time:,1.4616427421569824,1.8559951782226562,3.427020311355591,4.158272981643677,Traffic:,212,212,212,212
Time:,1.5368857383728027,1.9078071117401123,3.4898765087127686,4.225270986557007,Traffic:,239,239,233,233
Time:,1.5865178108215332,1.9644410610198975,3.5808956623077393,4.317917823791504,Traffic:,166,166,166,166
Time:,1.6145367622375488,1.9941167831420898,3.6511006355285645,4.399768114089966,Traffic:,116,106,106,106
Time:,1.6668117046356201,2.0471365451812744,3.7437937259674072,4.4976441860198975,Traffic:,179,179,165,165


Time:,0.001867055892944336,0.0014903545379638672,0.0014870166778564453,0.0015380382537841797,Traffic:,17,17,17,17
Time:,0.01253819465637207,0.012319326400756836,0.010476112365722656,0.010967016220092773,Traffic:,31,31,31,31
Time:,0.046416282653808594,0.052076101303100586,0.059403181076049805,0.062417030334472656,Traffic:,61,61,61,61
Time:,0.08371114730834961,0.10146141052246094,0.12372922897338867,0.1290881633758545,Traffic:,129,116,112,112
Time:,0.10891032218933105,0.12754344940185547,0.17017912864685059,0.17536640167236328,Traffic:,87,87,87,87
Time:,0.12984633445739746,0.1504664421081543,0.2014148235321045,0.2082374095916748,Traffic:,82,82,82,82
Time:,0.172027587890625,0.19744038581848145,0.29228901863098145,0.3012814521789551,Traffic:,155,155,155,155
Time:,0.3073396682739258,0.4499504566192627,0.6755540370941162,0.6878745555877686,Traffic:,401,390,379,378
Time:,0.6752364635467529,1.072028398513794,3.046506881713867,2.5742413997650146,Traffic:,652,636,612,612
Time:,0.6980955600738525,1.093712568283081,3.0845069885253906,2.623875141143799,Traffic:,64,64,64,64
Time:,1.217010736465454,1.5372912883758545,4.000842094421387,3.6991209983825684,Traffic:,312,196,189,188
Time:,1.318368911743164,1.654508352279663,4.125722169876099,3.8258566856384277,Traffic:,227,227,227,227
Time:,1.3806099891662598,1.7055952548980713,4.192974090576172,3.891012668609619,Traffic:,217,217,217,217
Time:,1.4282679557800293,1.7602810859680176,4.29067325592041,3.9985573291778564,Traffic:,162,162,157,157
Time:,1.4590928554534912,1.7908978462219238,4.352894306182861,4.07034707069397,Traffic:,99,99,99,99
Time:,1.555048942565918,1.8527357578277588,4.467111110687256,4.22365403175354,Traffic:,171,171,165,165


Time:,0.0030770301818847656,0.0019519329071044922,0.0015490055084228516,0.0016758441925048828,Traffic:,16,16,16,16
Time:,0.013263940811157227,0.011098861694335938,0.01043701171875,0.010931730270385742,Traffic:,55,55,55,55
Time:,0.048732757568359375,0.060222625732421875,0.0672309398651123,0.06831884384155273,Traffic:,69,68,60,60
Time:,0.0854337215423584,0.1130826473236084,0.12761998176574707,0.13181591033935547,Traffic:,109,103,103,103
Time:,0.11308073997497559,0.15715241432189941,0.18151426315307617,0.18805813789367676,Traffic:,91,91,83,83
Time:,0.1349015235900879,0.1841752529144287,0.21775531768798828,0.21966123580932617,Traffic:,85,85,85,85
Time:,0.17727971076965332,0.22465229034423828,0.29808807373046875,0.31852126121520996,Traffic:,118,118,116,116
Time:,0.3151977062225342,0.49705028533935547,0.6879260540008545,0.7211542129516602,Traffic:,407,381,376,377
Time:,0.728724479675293,0.9894342422485352,2.2759599685668945,2.38130521774292,Traffic:,658,615,584,584
Time:,0.7499926090240479,1.013038158416748,2.3134279251098633,2.423207998275757,Traffic:,72,72,68,68
Time:,1.2704317569732666,1.6030802726745605,3.5687732696533203,3.9815590381622314,Traffic:,280,230,216,216
Time:,1.3627879619598389,1.698209524154663,3.670197010040283,4.0847389698028564,Traffic:,192,192,192,192
Time:,1.4120421409606934,1.7469394207000732,3.732733964920044,4.150095701217651,Traffic:,184,184,184,184
Time:,1.4549520015716553,1.8048734664916992,3.8228790760040283,4.24471378326416,Traffic:,179,141,141,141
Time:,1.4820401668548584,1.8315505981445312,3.8785438537597656,4.311125755310059,Traffic:,112,112,108,108
Time:,1.5300700664520264,1.8847196102142334,3.9833426475524902,4.427473783493042,Traffic:,196,196,181,181


Time:,0.0015292167663574219,0.0016369819641113281,0.0014801025390625,0.0015349388122558594,Traffic:,3,3,3,3
Time:,0.011024236679077148,0.008948087692260742,0.00869894027709961,0.009219884872436523,Traffic:,35,35,35,35
Time:,0.04591727256774902,0.04936504364013672,0.05673360824584961,0.05701470375061035,Traffic:,60,60,55,55
Time:,0.07926416397094727,0.08422708511352539,0.10933780670166016,0.10889673233032227,Traffic:,152,124,124,124
Time:,0.10436320304870605,0.1089630126953125,0.16050052642822266,0.15850090980529785,Traffic:,74,74,74,74
Time:,0.12419342994689941,0.12822604179382324,0.19245171546936035,0.19011282920837402,Traffic:,67,67,67,67
Time:,0.16440629959106445,0.16831302642822266,0.27247190475463867,0.27600669860839844,Traffic:,143,143,137,137
Time:,0.30078816413879395,0.46074581146240234,0.735245943069458,0.6496016979217529,Traffic:,431,403,403,403
Time:,0.6532611846923828,1.0121095180511475,2.3646748065948486,2.3466057777404785,Traffic:,672,642,619,618
Time:,0.6739389896392822,1.0326025485992432,2.3978748321533203,2.389763832092285,Traffic:,64,64,64,64
Time:,1.1896698474884033,1.4995646476745605,3.44512677192688,3.4519238471984863,Traffic:,297,188,180,178
Time:,1.2801618576049805,1.597454309463501,3.544019937515259,3.5504817962646484,Traffic:,211,211,211,211
Time:,1.329758882522583,1.646578073501587,3.606980800628662,3.612186908721924,Traffic:,209,209,209,209
Time:,1.3742039203643799,1.7070419788360596,3.699366807937622,3.705333709716797,Traffic:,195,164,164,164
Time:,1.3997297286987305,1.7345876693725586,3.7610666751861572,3.775998830795288,Traffic:,108,108,106,106
Time:,1.44734787940979,1.7870948314666748,3.864884614944458,3.8852078914642334,Traffic:,170,170,170,170


Time:,0.0014619827270507812,0.0020852088928222656,0.0016558170318603516,0.0013179779052734375,Traffic:,16,16,16,16
Time:,0.009038209915161133,0.009495258331298828,0.009616851806640625,0.008911848068237305,Traffic:,38,38,38,38
Time:,0.04372525215148926,0.05496621131896973,0.05244851112365723,0.05362296104431152,Traffic:,89,89,73,73
Time:,0.07783222198486328,0.08925700187683105,0.09104657173156738,0.09310603141784668,Traffic:,134,82,82,82
Time:,0.10290026664733887,0.12522602081298828,0.1392958164215088,0.14206504821777344,Traffic:,112,112,112,112
Time:,0.12297320365905762,0.14619970321655273,0.16937899589538574,0.17682814598083496,Traffic:,64,64,64,64
Time:,0.16208338737487793,0.19267988204956055,0.2523989677429199,0.2635221481323242,Traffic:,158,158,150,150
Time:,0.29598307609558105,0.3660240173339844,0.6307218074798584,0.6322052478790283,Traffic:,378,357,357,357
Time:,0.6495141983032227,0.8560991287231445,2.079981803894043,2.2073974609375,Traffic:,669,605,591,590
Time:,0.6705400943756104,0.8780503273010254,2.1275458335876465,2.255300521850586,Traffic:,86,86,86,86
Time:,1.2032809257507324,1.5287575721740723,3.2230098247528076,3.3967745304107666,Traffic:,334,227,201,201
Time:,1.295107126235962,1.6178035736083984,3.3226659297943115,3.4953794479370117,Traffic:,197,197,197,197
Time:,1.3413069248199463,1.683086633682251,3.4079396724700928,3.577632427215576,Traffic:,237,237,230,230
Time:,1.404585838317871,1.7384085655212402,3.528364896774292,3.695403575897217,Traffic:,173,173,161,161
Time:,1.4407827854156494,1.7743544578552246,3.5803871154785156,3.751936674118042,Traffic:,92,92,92,92
Time:,1.4889576435089111,1.8268077373504639,3.6929101943969727,3.8725666999816895,Traffic:,209,209,204,204


Time:,0.0018951892852783203,0.0016589164733886719,0.0017390251159667969,0.0028028488159179688,Traffic:,9,9,9,9
Time:,0.010604143142700195,0.010325908660888672,0.009791851043701172,0.010457992553710938,Traffic:,54,54,54,54
Time:,0.04055523872375488,0.04372692108154297,0.054247140884399414,0.05627894401550293,Traffic:,44,44,44,44
Time:,0.0721900463104248,0.07950592041015625,0.09962725639343262,0.10400915145874023,Traffic:,115,97,97,97
Time:,0.09901618957519531,0.10872483253479004,0.1480083465576172,0.15421390533447266,Traffic:,116,116,116,116
Time:,0.11921024322509766,0.1300497055053711,0.1813182830810547,0.18809795379638672,Traffic:,86,86,86,86
Time:,0.15994620323181152,0.17110061645507812,0.2657594680786133,0.2764580249786377,Traffic:,121,121,112,112
Time:,0.2963731288909912,0.4662144184112549,0.6351284980773926,0.6778671741485596,Traffic:,451,431,414,414
Time:,0.6721241474151611,1.1142873764038086,2.2408363819122314,2.3806281089782715,Traffic:,678,651,602,602
Time:,0.6962451934814453,1.1384391784667969,2.2824172973632812,2.426229238510132,Traffic:,84,84,81,81
Time:,1.2101473808288574,1.8731575012207031,3.598250389099121,3.7200052738189697,Traffic:,339,227,222,222
Time:,1.3003554344177246,1.969975471496582,3.6983673572540283,3.821606159210205,Traffic:,211,211,211,211
Time:,1.3495416641235352,2.0180044174194336,3.7591214179992676,3.8841793537139893,Traffic:,217,217,211,211
Time:,1.3928866386413574,2.078620433807373,3.855346441268921,3.9782233238220215,Traffic:,202,187,181,181
Time:,1.4199144840240479,2.105555295944214,3.907414197921753,4.041473150253296,Traffic:,123,123,121,121
Time:,1.4669697284698486,2.1532843112945557,4.018646240234375,4.159951210021973,Traffic:,189,189,187,187


Time:,0.0016179084777832031,0.0025937557220458984,0.0015597343444824219,0.0018129348754882812,Traffic:,10,10,10,10
Time:,0.011736869812011719,0.010609626770019531,0.01023244857788086,0.010653972625732422,Traffic:,26,26,26,26
Time:,0.040247201919555664,0.05180954933166504,0.059926509857177734,0.060009002685546875,Traffic:,78,78,73,74
Time:,0.07297325134277344,0.09429550170898438,0.11498045921325684,0.10968303680419922,Traffic:,101,75,75,75
Time:,0.09792542457580566,0.1197366714477539,0.157151460647583,0.15544509887695312,Traffic:,97,97,97,97
Time:,0.12107324600219727,0.1413257122039795,0.18535542488098145,0.1873002052307129,Traffic:,58,58,58,58
Time:,0.16091632843017578,0.19321775436401367,0.2765223979949951,0.27823305130004883,Traffic:,145,145,141,141
Time:,0.2979292869567871,0.4557368755340576,0.649538516998291,0.6585021018981934,Traffic:,390,389,371,371
Time:,0.6678383350372314,0.9712920188903809,2.2371675968170166,2.3773632049560547,Traffic:,655,645,617,616
Time:,0.6895463466644287,0.9980931282043457,2.284536600112915,2.4253203868865967,Traffic:,88,88,83,83
Time:,1.2108511924743652,1.650766134262085,3.4514036178588867,3.6687655448913574,Traffic:,314,250,209,209
Time:,1.3053362369537354,1.7422292232513428,3.559358596801758,3.7732393741607666,Traffic:,216,216,216,216
Time:,1.3528621196746826,1.7941441535949707,3.6213467121124268,3.83662748336792,Traffic:,208,208,205,205
Time:,1.3960790634155273,1.8540093898773193,3.7176828384399414,3.9314534664154053,Traffic:,193,193,181,181
Time:,1.4238100051879883,1.8826172351837158,3.77046275138855,3.988534688949585,Traffic:,89,89,84,84
Time:,1.473337173461914,1.931391954421997,3.877135753631592,4.101436614990234,Traffic:,196,196,191,191


Time:,0.0016460418701171875,0.0016100406646728516,0.0015859603881835938,0.0014469623565673828,Traffic:,8,8,8,8
Time:,0.011922836303710938,0.010036945343017578,0.009539127349853516,0.009732961654663086,Traffic:,36,36,36,36
Time:,0.04192090034484863,0.05150008201599121,0.05902218818664551,0.057856082916259766,Traffic:,66,60,54,54
Time:,0.07393693923950195,0.08528518676757812,0.10666918754577637,0.10664129257202148,Traffic:,126,90,90,90
Time:,0.10320711135864258,0.12220120429992676,0.15910029411315918,0.15907025337219238,Traffic:,123,123,123,123
Time:,0.12408638000488281,0.1440563201904297,0.18866825103759766,0.1895132064819336,Traffic:,59,59,59,59
Time:,0.16330647468566895,0.18932223320007324,0.2776062488555908,0.28327226638793945,Traffic:,144,144,134,134
Time:,0.3010563850402832,0.4200761318206787,0.6610653400421143,0.6564881801605225,Traffic:,379,369,369,369
Time:,0.6799411773681641,0.9424269199371338,2.2897090911865234,2.446707248687744,Traffic:,654,641,581,581
Time:,0.7007861137390137,0.963524341583252,2.3279802799224854,2.484327554702759,Traffic:,76,76,76,76
Time:,1.222193956375122,1.499183177947998,3.516763210296631,3.733288526535034,Traffic:,355,210,200,200
