 ,Greedy,WeightedA*,A*,Dijkstras, ,Greedy,WeightedA*,A*,Dijkstras
Time:,0.07606744766235352,0.07803487777709961,0.10305023193359375,0.1027219295501709,Traffic:,129,89,89,89
Time:,0.10157632827758789,0.10288882255554199,0.15279698371887207,0.15300607681274414,Traffic:,102,102,102,102
Time:,0.121246337890625,0.12478876113891602,0.18737101554870605,0.18917131423950195,Traffic:,66,66,66,66
Time:,0.16491222381591797,0.17189574241638184,0.28372716903686523,0.29294729232788086,Traffic:,135,135,129,129
Time:,0.3229482173919678,0.44234490394592285,0.7192304134368896,0.6798171997070312,Traffic:,387,381,367,366
Time:,0.681300163269043,0.974653959274292,2.399904489517212,2.4601922035217285,Traffic:,685,630,592,594
Time:,0.7025840282440186,0.9978008270263672,2.4450836181640625,2.503319263458252,Traffic:,85,85,84,84
Time:,1.2226738929748535,1.6391527652740479,3.7078897953033447,3.7581613063812256,Traffic:,350,282,241,241
Time:,1.3145148754119873,1.7312195301055908,3.8086938858032227,3.8579154014587402,Traffic:,216,216,216,216
Time:,1.3630268573760986,1.7797167301177979,3.8718419075012207,3.9201395511627197,Traffic:,253,253,251,251
Time:,1.4081368446350098,1.8302063941955566,3.9654557704925537,4.020636320114136,Traffic:,179,179,179,179
Time:,1.436619758605957,1.8563671112060547,4.021018981933594,4.085608005523682,Traffic:,107,107,107,107
Time:,1.4842605590820312,1.905663251876831,4.120640993118286,4.188876152038574,Traffic:,217,217,217,217


Time:,0.001644134521484375,0.0016357898712158203,0.0014548301696777344,0.0014369487762451172,Traffic:,7,7,7,7
Time:,0.010700225830078125,0.009028911590576172,0.009589195251464844,0.010191917419433594,Traffic:,37,37,37,37
Time:,0.04510331153869629,0.053401947021484375,0.0556793212890625,0.05827689170837402,Traffic:,70,64,47,52
Time:,0.07808518409729004,0.08771991729736328,0.11457443237304688,0.11535477638244629,Traffic:,163,127,127,127
Time:,0.10315322875976562,0.11305999755859375,0.1635725498199463,0.16355347633361816,Traffic:,114,114,114,114
Time:,0.12294912338256836,0.13255715370178223,0.1903245449066162,0.19348549842834473,Traffic:,49,49,49,49
Time:,0.16290616989135742,0.1719212532043457,0.2752656936645508,0.28114771842956543,Traffic:,142,142,137,137
Time:,0.29737401008605957,0.44442105293273926,0.6575326919555664,0.6620497703552246,Traffic:,419,385,378,378
Time:,0.6636769771575928,0.8945810794830322,2.3032617568969727,2.615541696548462,Traffic:,683,597,566,566
Time:,0.6868388652801514,0.9170799255371094,2.3421077728271484,2.6571404933929443,Traffic:,81,81,81,81
Time:,1.2061138153076172,1.4803590774536133,3.298783540725708,3.646852493286133,Traffic:,296,199,175,176
Time:,1.2988367080688477,1.5694849491119385,3.399259567260742,3.7482495307922363,Traffic:,217,217,213,213
Time:,1.3480615615844727,1.61836576461792,3.454965353012085,3.8063645362854004,Traffic:,198,198,198,198
Time:,1.3916015625,1.6619057655334473,3.540323257446289,3.8996593952178955,Traffic:,162,162,162,162
Time:,1.417651653289795,1.689293622970581,3.5944814682006836,3.9582371711730957,Traffic:,92,92,92,92
Time:,1.464888572692871,1.7433595657348633,3.7171573638916016,4.093334197998047,Traffic:,196,196,189,189


Time:,0.0014801025390625,0.0015647411346435547,0.0013461112976074219,0.0014591217041015625,Traffic:,8,8,8,8
Time:,0.00963735580444336,0.009363889694213867,0.008636236190795898,0.008697032928466797,Traffic:,53,53,53,53
Time:,0.04309439659118652,0.04785490036010742,0.051775217056274414,0.05370306968688965,Traffic:,79,66,63,63
Time:,0.07766914367675781,0.0829920768737793,0.09994935989379883,0.10352182388305664,Traffic:,109,84,72,72
Time:,0.10405111312866211,0.10978484153747559,0.15005922317504883,0.15210986137390137,Traffic:,104,104,103,104
Time:,0.1234891414642334,0.1298379898071289,0.17736339569091797,0.18220305442810059,Traffic:,44,44,44,44
Time:,0.16412901878356934,0.1784060001373291,0.26984620094299316,0.2746310234069824,Traffic:,138,138,136,136
Time:,0.2966883182525635,0.4395320415496826,0.6406774520874023,0.6446268558502197,Traffic:,373,369,361,361
Time:,0.6555821895599365,0.9863831996917725,2.2340383529663086,2.3146839141845703,Traffic:,685,646,598,598
Time:,0.6763191223144531,1.0084648132324219,2.265474319458008,2.350498914718628,Traffic:,62,62,62,62
Time:,1.1995151042938232,1.6765506267547607,3.3875303268432617,3.5237820148468018,Traffic:,337,252,201,201
Time:,1.2910809516906738,1.7748708724975586,3.4868721961975098,3.6242902278900146,Traffic:,235,235,235,235
Time:,1.3395559787750244,1.8235387802124023,3.5461361408233643,3.6851420402526855,Traffic:,177,177,177,177
Time:,1.3826980590820312,1.8761155605316162,3.6384501457214355,3.776669979095459,Traffic:,183,183,179,178
Time:,1.4090051651000977,1.9039506912231445,3.6942811012268066,3.8376388549804688,Traffic:,103,103,96,96
Time:,1.4588570594787598,1.9554028511047363,3.7957191467285156,3.9456725120544434,Traffic:,164,164,164,164


Time:,0.0016400814056396484,0.0013010501861572266,0.002180814743041992,0.001325845718383789,Traffic:,9,9,9,9
Time:,0.010172128677368164,0.009446859359741211,0.010208606719970703,0.008744955062866211,Traffic:,26,26,26,26
Time:,0.044777870178222656,0.04470562934875488,0.05069160461425781,0.052583932876586914,Traffic:,45,45,44,44
Time:,0.07751774787902832,0.08963346481323242,0.10970592498779297,0.11380887031555176,Traffic:,122,116,111,111
Time:,0.10252070426940918,0.13383221626281738,0.15912604331970215,0.16322875022888184,Traffic:,146,146,142,142
Time:,0.12230849266052246,0.15701627731323242,0.19316601753234863,0.2003498077392578,Traffic:,95,95,95,95
Time:,0.162184476852417,0.20235729217529297,0.2903568744659424,0.2917308807373047,Traffic:,165,165,162,162
Time:,0.2987184524536133,0.4799814224243164,0.6846399307250977,0.6932756900787354,Traffic:,417,406,380,380
Time:,0.6518793106079102,0.9486982822418213,2.4651870727539062,2.428964614868164,Traffic:,706,661,643,643
Time:,0.6711773872375488,0.9715161323547363,2.4979729652404785,2.4674665927886963,Traffic:,70,70,65,65
Time:,1.3141193389892578,1.5159859657287598,3.6463921070098877,3.6560604572296143,Traffic:,377,229,218,218
Time:,1.4064502716064453,1.616791009902954,3.744710922241211,3.755706548690796,Traffic:,202,202,202,202
Time:,1.4551563262939453,1.6650221347808838,3.8083248138427734,3.8186895847320557,Traffic:,196,196,196,196
Time:,1.4989783763885498,1.7170662879943848,3.9032599925994873,3.916409492492676,Traffic:,187,187,178,178
Time:,1.5271246433258057,1.743342399597168,3.954127788543701,3.9713165760040283,Traffic:,85,85,85,85
Time:,1.5739514827728271,1.7895374298095703,4.044055700302124,4.06864857673645,Traffic:,170,170,170,170


Time:,0.0016047954559326172,0.0017049312591552734,0.0023360252380371094,0.0014460086822509766,Traffic:,14,14,14,14
Time:,0.010974884033203125,0.009706974029541016,0.009981870651245117,0.009312868118286133,Traffic:,47,47,47,47
Time:,0.04085969924926758,0.04711484909057617,0.057936906814575195,0.05679512023925781,Traffic:,64,64,53,53
Time:,0.0725557804107666,0.0903158187866211,0.10920286178588867,0.10943603515625,Traffic:,126,121,112,112
Time:,0.09729981422424316,0.11925196647644043,0.15549898147583008,0.15711712837219238,Traffic:,107,107,107,107
Time:,0.11778402328491211,0.13996505737304688,0.18827486038208008,0.19435715675354004,Traffic:,81,81,81,81
Time:,0.15557098388671875,0.1814439296722412,0.2751307487487793,0.32964420318603516,Traffic:,140,140,140,140
Time:,0.34595322608947754,0.48305606842041016,0.676123857498169,0.7122941017150879,Traffic:,402,395,380,380
Time:,0.700019121170044,1.093106985092163,2.3982458114624023,2.4229040145874023,Traffic:,638,611,601,601
Time:,0.7213160991668701,1.1138617992401123,2.437100887298584,2.465766191482544,Traffic:,70,70,70,70
Time:,1.2360692024230957,1.6366138458251953,3.55454683303833,3.609624147415161,Traffic:,339,218,200,200
Time:,1.3286693096160889,1.7282907962799072,3.6549718379974365,3.709540843963623,Traffic:,208,208,208,208
Time:,1.3785374164581299,1.778052568435669,3.7180306911468506,3.771182060241699,Traffic:,212,212,212,212
Time:,1.4204232692718506,1.8273696899414062,3.8075854778289795,3.8638622760772705,Traffic:,178,178,178,178
Time:,1.4463942050933838,1.8545918464660645,3.8653852939605713,3.9311892986297607,Traffic:,87,87,84,84
Time:,1.4944701194763184,1.9025897979736328,3.954612970352173,4.02977728843689,Traffic:,152,152,152,152


Time:,0.001748800277709961,0.0015840530395507812,0.0021729469299316406,0.0013549327850341797,Traffic:,11,11,11,11
Time:,0.00986790657043457,0.00963592529296875,0.010721206665039062,0.009058952331542969,Traffic:,37,37,37,37
Time:,0.03810906410217285,0.05462312698364258,0.06168627738952637,0.05978989601135254,Traffic:,86,72,62,62
Time:,0.0695497989654541,0.08940315246582031,0.11570596694946289,0.12436795234680176,Traffic:,137,110,110,110
Time:,0.09516763687133789,0.11410713195800781,0.15856695175170898,0.1702280044555664,Traffic:,101,101,101,101
Time:,0.11522865295410156,0.13614296913146973,0.19102692604064941,0.2027592658996582,Traffic:,84,84,84,84
Time:,0.1523125171661377,0.18207001686096191,0.2775580883026123,0.29523611068725586,Traffic:,146,146,140,140
Time:,0.28875136375427246,0.45323705673217773,0.6830410957336426,0.7284033298492432,Traffic:,416,395,389,389
Time:,0.7227334976196289,1.039072036743164,2.7163050174713135,2.8990561962127686,Traffic:,665,601,590,590
Time:,0.7434935569763184,1.0631721019744873,2.7531790733337402,2.9391822814941406,Traffic:,70,70,68,68
Time:,1.2774004936218262,1.7100279331207275,4.080171823501587,4.334381103515625,Traffic:,356,237,220,220
Time:,1.3866446018218994,1.821368932723999,4.198122978210449,4.455575942993164,Traffic:,189,189,189,189
Time:,1.4409914016723633,1.8813467025756836,4.274059057235718,4.5286009311676025,Traffic:,221,221,221,221
Time:,1.4905064105987549,1.9425978660583496,4.377312183380127,4.6361472606658936,Traffic:,163,163,163,163
Time:,1.5214502811431885,1.972494125366211,4.442384958267212,4.706088304519653,Traffic:,81,81,81,81
Time:,1.5804433822631836,2.0290942192077637,4.5754430294036865,4.850119352340698,Traffic:,171,171,171,171


Time:,0.0014748573303222656,0.0014641284942626953,0.0018367767333984375,0.001425027847290039,Traffic:,7,7,7,7
Time:,0.011745929718017578,0.012238264083862305,0.012703895568847656,0.011218070983886719,Traffic:,40,40,40,40
Time:,0.04883217811584473,0.06070303916931152,0.07135510444641113,0.07385039329528809,Traffic:,81,78,76,76
Time:,0.0872189998626709,0.1102442741394043,0.1381239891052246,0.14541840553283691,Traffic:,99,98,97,97
Time:,0.11802196502685547,0.14181232452392578,0.18395519256591797,0.19524431228637695,Traffic:,87,87,87,87
Time:,0.14042282104492188,0.1658780574798584,0.22172927856445312,0.23424220085144043,Traffic:,85,85,85,85
Time:,0.1858351230621338,0.21628808975219727,0.31943225860595703,0.3352344036102295,Traffic:,123,123,117,117
Time:,0.34779810905456543,0.5651681423187256,0.764106273651123,0.7486445903778076,Traffic:,398,391,377,377
Time:,0.7787082195281982,1.1633880138397217,2.557783365249634,2.358013391494751,Traffic:,672,633,607,606
Time:,0.7997503280639648,1.1874639987945557,2.595632314682007,2.398219347000122,Traffic:,77,77,74,74
Time:,1.3130114078521729,1.8007481098175049,3.5313191413879395,3.38000750541687,Traffic:,284,215,178,178
Time:,1.407790184020996,1.895456075668335,3.6337239742279053,3.479586362838745,Traffic:,192,192,192,192
Time:,1.45522141456604,1.9435162544250488,3.6962969303131104,3.5427322387695312,Traffic:,211,211,206,206
Time:,1.4988124370574951,1.9949543476104736,3.79107666015625,3.637516975402832,Traffic:,194,194,194,194
Time:,1.525317668914795,2.022489547729492,3.850417375564575,3.700709104537964,Traffic:,84,84,84,84
Time:,1.5734376907348633,2.0747785568237305,3.955430269241333,3.8100340366363525,Traffic:,218,218,203,203


Time:,0.0014591217041015625,0.0014259815216064453,0.0014488697052001953,0.0014672279357910156,Traffic:,9,9,9,9
Time:,0.010589122772216797,0.009077787399291992,0.009057998657226562,0.008701324462890625,Traffic:,49,49,49,49
Time:,0.04632401466369629,0.0464167594909668,0.04974722862243652,0.053171396255493164,Traffic:,62,53,50,50
Time:,0.08300399780273438,0.08665180206298828,0.1202852725982666,0.10055136680603027,Traffic:,125,67,67,67
Time:,0.11030793190002441,0.17565202713012695,0.1797010898590088,0.16736745834350586,Traffic:,111,111,111,111
Time:,0.14437413215637207,0.2012958526611328,0.20881891250610352,0.20069241523742676,Traffic:,49,49,49,49
Time:,0.18733906745910645,0.2488558292388916,0.29883384704589844,0.29252147674560547,Traffic:,128,128,128,127
Time:,0.31827306747436523,0.5210597515106201,0.6880569458007812,0.676781177520752,Traffic:,397,384,363,363
Time:,0.6807243824005127,1.0181057453155518,2.2594690322875977,2.3749990463256836,Traffic:,713,701,682,682
Time:,0.7005832195281982,1.0400876998901367,2.2989108562469482,2.4142611026763916,Traffic:,85,85,85,85
Time:,1.212697982788086,1.6243698596954346,3.423574924468994,3.572404384613037,Traffic:,331,222,210,209
Time:,1.3034842014312744,1.7097229957580566,3.5179638862609863,3.6692774295806885,Traffic:,178,178,178,178
Time:,1.3513991832733154,1.7592899799346924,3.578934907913208,3.7304906845092773,Traffic:,234,234,234,234
Time:,1.3954169750213623,1.808203935623169,3.6632869243621826,3.8219175338745117,Traffic:,174,174,174,174
Time:,1.4219551086425781,1.8344879150390625,3.713737964630127,3.874267578125,Traffic:,67,67,67,67
Time:,1.4699633121490479,1.8870460987091064,3.8069989681243896,3.977790594100952,Traffic:,163,163,155,155


Time:,0.00167083740234375,0.0016918182373046875,0.0014688968658447266,0.0016450881958007812,Traffic:,18,18,18,18
Time:,0.01026606559753418,0.00985407829284668,0.009553909301757812,0.01005411148071289,Traffic:,36,36,36,36
Time:,0.039022207260131836,0.0509033203125,0.05615878105163574,0.05730724334716797,Traffic:,67,59,59,59
Time:,0.07079935073852539,0.09706521034240723,0.1097116470336914,0.1233823299407959,Traffic:,149,140,128,128
Time:,0.09808039665222168,0.13468623161315918,0.16011953353881836,0.17572903633117676,Traffic:,100,100,100,100
Time:,0.11888647079467773,0.15575742721557617,0.1930994987487793,0.2123241424560547,Traffic:,71,71,71,71
Time:,0.15810132026672363,0.19919252395629883,0.28560638427734375,0.30733704566955566,Traffic:,145,145,142,142
Time:,0.29386234283447266,0.48277854919433594,0.6696844100952148,0.6876411437988281,Traffic:,427,399,397,397
Time:,0.653334379196167,1.0126724243164062,2.2289254665374756,2.3920681476593018,Traffic:,630,581,569,569
Time:,0.6750514507293701,1.0344734191894531,2.2732443809509277,2.4410290718078613,Traffic:,77,77,77,82
Time:,1.1937603950500488,1.5624172687530518,3.354365348815918,3.496047019958496,Traffic:,343,201,193,192
Time:,1.2808623313903809,1.6492993831634521,3.4532673358917236,3.5921058654785156,Traffic:,182,182,182,182
Time:,1.3499832153320312,1.7013685703277588,3.512425422668457,3.6556906700134277,Traffic:,207,207,207,207
Time:,1.3941609859466553,1.7621304988861084,3.60098934173584,3.7495064735412598,Traffic:,168,168,153,153
Time:,1.4212381839752197,1.7886524200439453,3.6509592533111572,3.803896427154541,Traffic:,87,87,81,81
Time:,1.4685311317443848,1.8341915607452393,3.7489922046661377,3.904728412628174,Traffic:,171,171,163,163


Time:,0.0015180110931396484,0.0015401840209960938,0.002643108367919922,0.0013439655303955078,Traffic:,4,4,4,4
Time:,0.010199308395385742,0.01034235954284668,0.01044607162475586,0.008703947067260742,Traffic:,54,54,54,54
Time:,0.038413286209106445,0.05375933647155762,0.05723714828491211,0.05600714683532715,Traffic:,73,65,52,52
Time:,0.07107734680175781,0.08878636360168457,0.1025090217590332,0.11135029792785645,Traffic:,124,80,80,80
Time:,0.0978851318359375,0.11620712280273438,0.1516709327697754,0.16090726852416992,Traffic:,96,96,96,96
Time:,0.11864614486694336,0.1366560459136963,0.19340896606445312,0.20136404037475586,Traffic:,81,81,81,81
Time:,0.1574108600616455,0.17927908897399902,0.27603888511657715,0.28518199920654297,Traffic:,117,117,117,117
Time:,0.2918128967285156,0.4739363193511963,0.672548770904541,0.6745080947875977,Traffic:,392,389,358,358
Time:,0.6516380310058594,1.0006933212280273,2.183239698410034,2.3359432220458984,Traffic:,681,646,615,614
Time:,0.6722078323364258,1.0218632221221924,2.2179055213928223,2.370378255844116,Traffic:,76,76,76,76
Time:,1.183302879333496,1.6898813247680664,3.182628870010376,3.421959400177002,Traffic:,341,231,186,187
Time:,1.2770979404449463,1.805896520614624,3.278700828552246,3.5177195072174072,Traffic:,186,186,186,186
Time:,1.3255667686462402,1.854926586151123,3.3390846252441406,3.5803565979003906,Traffic:,201,201,194,194
Time:,1.3709146976470947,1.9087929725646973,3.4320807456970215,3.6763174533843994,Traffic:,208,208,208,208
Time:,1.3973755836486816,1.9356358051300049,3.492494821548462,3.744605541229248,Traffic:,99,99,95,95
Time:,1.445072889328003,1.9874515533447266,3.5971667766571045,3.8551547527313232,Traffic:,185,185,179,179


Time:,0.0028710365295410156,0.0015058517456054688,0.0014548301696777344,0.0014810562133789062,Traffic:,6,6,6,6
Time:,0.011677026748657227,0.010827779769897461,0.009360790252685547,0.009279012680053711,Traffic:,31,31,31,31
Time:,0.04110908508300781,0.0466768741607666,0.0497899055480957,0.05221104621887207,Traffic:,54,47,47,47
Time:,0.07328104972839355,0.08936095237731934,0.09773588180541992,0.10220718383789062,Traffic:,119,104,104,104
Time:,0.10002899169921875,0.11595678329467773,0.14390897750854492,0.1488170623779297,Traffic:,95,95,95,95
Time:,0.12124395370483398,0.1365349292755127,0.1752300262451172,0.1842970848083496,Traffic:,76,76,76,76
Time:,0.15991711616516113,0.18324995040893555,0.2681112289428711,0.2787771224975586,Traffic:,146,146,144,144
Time:,0.2937130928039551,0.4686548709869385,0.6528363227844238,0.6670620441436768,Traffic:,397,367,367,367
Time:,0.6542222499847412,0.9181509017944336,2.1752772331237793,2.319885015487671,Traffic:,658,623,608,608
Time:,0.6763813495635986,0.9404928684234619,2.2091431617736816,2.3593220710754395,Traffic:,92,92,92,92
Time:,1.1901774406433105,1.5006699562072754,3.2150182723999023,3.3926000595092773,Traffic:,308,213,186,186
Time:,1.2820847034454346,1.5866811275482178,3.3133389949798584,3.4911201000213623,Traffic:,143,143,143,143
Time:,1.3299777507781982,1.6371734142303467,3.3750202655792236,3.554288148880005,Traffic:,210,210,208,208
Time:,1.3753857612609863,1.6884543895721436,3.465970277786255,3.6480891704559326,Traffic:,174,174,174,174
Time:,1.4017748832702637,1.71620774269104,3.535801410675049,3.7295641899108887,Traffic:,100,100,99,99
Time:,1.4501378536224365,1.7659056186676025,3.6175904273986816,3.8175761699676514,Traffic:,193,193,170,170


Time:,0.0015878677368164062,0.001550912857055664,0.0015299320220947266,0.0013530254364013672,Traffic:,18,18,18,18
Time:,0.010699987411499023,0.009990930557250977,0.009219884872436523,0.009694099426269531,Traffic:,34,34,34,34
Time:,0.0390779972076416,0.0516819953918457,0.05693197250366211,0.05695319175720215,Traffic:,80,65,65,65
Time:,0.0704038143157959,0.09735298156738281,0.11923503875732422,0.11325335502624512,Traffic:,120,122,113,113
Time:,0.09571170806884766,0.12196111679077148,0.1624586582183838,0.16008734703063965,Traffic:,86,86,86,86
Time:,0.11599254608154297,0.141862154006958,0.1911637783050537,0.19520163536071777,Traffic:,69,69,69,69
Time:,0.15454363822937012,0.18164396286010742,0.2767527103424072,0.28412461280822754,Traffic:,136,136,133,133
Time:,0.2951164245605469,0.46719884872436523,0.6392395496368408,0.6543684005737305,Traffic:,429,404,404,404
Time:,0.6558473110198975,1.1260356903076172,2.400618314743042,2.473536491394043,Traffic:,703,668,604,604
Time:,0.6770131587982178,1.148432731628418,2.4473111629486084,2.5200765132904053,Traffic:,87,87,84,84
Time:,1.1927940845489502,1.7455077171325684,3.4862372875213623,3.5494494438171387,Traffic:,329,224,194,194
Time:,1.2844977378845215,1.8379905223846436,3.587240219116211,3.649275302886963,Traffic:,188,188,188,188
Time:,1.3336527347564697,1.8862812519073486,3.6473004817962646,3.7107622623443604,Traffic:,188,188,188,188
Time:,1.3778445720672607,1.9462270736694336,3.7369284629821777,3.8049042224884033,Traffic:,166,166,155,155
Time:,1.404625415802002,1.9743728637695312,3.8013036251068115,3.8796303272247314,Traffic:,120,120,120,120
Time:,1.453944206237793,2.0252487659454346,3.882777690887451,3.9669835567474365,Traffic:,207,207,178,178


Time:,0.001705169677734375,0.001547098159790039,0.0014181137084960938,0.001302957534790039,Traffic:,15,15,15,15
Time:,0.01025533676147461,0.009974002838134766,0.009684085845947266,0.00874018669128418,Traffic:,45,45,45,45
Time:,0.04321432113647461,0.04562878608703613,0.06100726127624512,0.0614011287689209,Traffic:,85,78,78,78
Time:,0.07529830932617188,0.08832383155822754,0.10840511322021484,0.11011695861816406,Traffic:,123,94,91,91
Time:,0.1004493236541748,0.1154029369354248,0.15285801887512207,0.15607714653015137,Traffic:,103,103,103,103
Time:,0.12156128883361816,0.13663005828857422,0.19049906730651855,0.20160317420959473,Traffic:,74,74,74,74
Time:,0.16037344932556152,0.17653393745422363,0.2616710662841797,0.28541016578674316,Traffic:,112,112,109,109
Time:,0.29648566246032715,0.47301411628723145,0.6515059471130371,0.6624572277069092,Traffic:,433,402,402,402
Time:,0.6498925685882568,1.095116138458252,2.171311855316162,2.3942713737487793,Traffic:,707,617,598,598
Time:,0.6726534366607666,1.1189215183258057,2.212641716003418,2.4419565200805664,Traffic:,63,63,57,57
Time:,1.222412347793579,1.702324628829956,3.5225343704223633,3.869048833847046,Traffic:,390,254,229,228
Time:,1.3338823318481445,1.80356764793396,3.6331233978271484,3.968712568283081,Traffic:,186,186,186,186
Time:,1.3923132419586182,1.8531429767608643,3.702730417251587,4.030737400054932,Traffic:,199,199,192,192
Time:,1.4363222122192383,1.905017614364624,3.8064804077148438,4.135015487670898,Traffic:,164,164,164,164
Time:,1.4637410640716553,1.9340898990631104,3.8924994468688965,4.233644485473633,Traffic:,102,102,102,102
Time:,1.5299162864685059,2.034493923187256,4.055755615234375,4.361448287963867,Traffic:,181,181,173,173


Time:,0.001744985580444336,0.0015249252319335938,0.0017468929290771484,0.0013298988342285156,Traffic:,4,4,4,4
Time:,0.011285781860351562,0.009921789169311523,0.009549140930175781,0.009448766708374023,Traffic:,44,44,44,44
Time:,0.0465397834777832,0.05507159233093262,0.06167101860046387,0.06778264045715332,Traffic:,72,72,66,67
Time:,0.08162689208984375,0.09613585472106934,0.11577510833740234,0.12370586395263672,Traffic:,138,101,101,101
Time:,0.11060285568237305,0.1241006851196289,0.16933512687683105,0.17384815216064453,Traffic:,92,92,92,92
Time:,0.13246703147888184,0.14511775970458984,0.20291399955749512,0.20635223388671875,Traffic:,61,61,61,61
Time:,0.17155122756958008,0.18772387504577637,0.29181623458862305,0.2996830940246582,Traffic:,145,145,137,137
Time:,0.3109562397003174,0.4974508285522461,0.7134690284729004,0.7123970985412598,Traffic:,429,414,392,392
Time:,0.679227352142334,1.0010759830474854,2.3652572631835938,2.4248390197753906,Traffic:,713,634,608,608
Time:,0.7019913196563721,1.024143934249878,2.4163923263549805,2.4753828048706055,Traffic:,83,83,83,83
Time:,1.22859525680542,1.543778896331787,3.2842624187469482,3.4323108196258545,Traffic:,341,190,160,157
Time:,1.3261232376098633,1.6404259204864502,3.383777618408203,3.5316720008850098,Traffic:,213,213,213,213
Time:,1.3746509552001953,1.6900999546051025,3.440680503845215,3.5910000801086426,Traffic:,182,182,182,182
Time:,1.4204459190368652,1.7541828155517578,3.5363314151763916,3.6856460571289062,Traffic:,220,220,209,209
Time:,1.4490997791290283,1.7830109596252441,3.6010494232177734,3.7622132301330566,Traffic:,122,122,115,115
Time:,1.5004136562347412,1.8392560482025146,3.707339286804199,3.8719072341918945,Traffic:,194,194,180,180


Time:,0.0019059181213378906,0.0016589164733886719,0.001499176025390625,0.0013289451599121094,Traffic:,18,18,18,18
Time:,0.011535167694091797,0.011343955993652344,0.009946346282958984,0.010931730270385742,Traffic:,48,48,48,48
Time:,0.0452122688293457,0.058873891830444336,0.05841422080993652,0.06771159172058105,Traffic:,68,65,53,53
Time:,0.08041810989379883,0.09145212173461914,0.09676051139831543,0.10895752906799316,Traffic:,105,60,60,60
Time:,0.10734200477600098,0.11798524856567383,0.14366769790649414,0.15610027313232422,Traffic:,102,102,102,102
Time:,0.1291370391845703,0.1380612850189209,0.17072153091430664,0.18836212158203125,Traffic:,52,52,52,52
Time:,0.16836309432983398,0.1809701919555664,0.26012253761291504,0.2890284061431885,Traffic:,153,153,150,150
Time:,0.32842397689819336,0.5258572101593018,0.6866858005523682,0.7185451984405518,Traffic:,426,397,390,390
Time:,0.7084488868713379,1.1814792156219482,2.535719871520996,2.5377421379089355,Traffic:,700,653,634,633
Time:,0.7291901111602783,1.2032053470611572,2.5709168910980225,2.5761630535125732,Traffic:,84,76,76,76
Time:,1.2574760913848877,1.9743664264678955,3.788292169570923,3.786314010620117,Traffic:,380,257,203,202
Time:,1.3528010845184326,2.0694785118103027,3.8878703117370605,3.887190103530884,Traffic:,226,226,226,226
Time:,1.402562141418457,2.12101149559021,3.9484431743621826,3.9499921798706055,Traffic:,203,203,203,203
Time:,1.447314977645874,2.172954797744751,4.04138708114624,4.04561710357666,Traffic:,165,165,141,141
Time:,1.4731879234313965,2.2000646591186523,4.1103339195251465,4.119235992431641,Traffic:,108,108,105,105
Time:,1.5231399536132812,2.254488706588745,4.200544595718384,4.216361045837402,Traffic:,180,180,160,160


Time:,0.0014340877532958984,0.0014007091522216797,0.0020291805267333984,0.0014739036560058594,Traffic:,6,6,6,6
Time:,0.010810136795043945,0.00979471206665039,0.00958704948425293,0.009650945663452148,Traffic:,47,47,47,47
Time:,0.04240727424621582,0.049959421157836914,0.054780006408691406,0.05837702751159668,Traffic:,52,52,52,51
Time:,0.07687139511108398,0.09401440620422363,0.10680699348449707,0.11033916473388672,Traffic:,136,122,116,116
Time:,0.10279440879821777,0.11921834945678711,0.15769600868225098,0.16207528114318848,Traffic:,104,104,104,104
Time:,0.12171554565429688,0.14026522636413574,0.19125819206237793,0.1987771987915039,Traffic:,71,71,71,71
Time:,0.16088342666625977,0.18515920639038086,0.28278231620788574,0.2882263660430908,Traffic:,131,131,131,131
Time:,0.29545021057128906,0.4891190528869629,0.6650164127349854,0.6726224422454834,Traffic:,441,400,400,400
Time:,0.664027214050293,1.1820480823516846,2.3659706115722656,2.4339375495910645,Traffic:,731,688,644,644
Time:,0.6844704151153564,1.2105660438537598,2.4099698066711426,2.481323719024658,Traffic:,84,84,79,79
Time:,1.2104573249816895,1.7250828742980957,3.5294699668884277,3.576547622680664,Traffic:,370,232,188,190
Time:,1.3054654598236084,1.8202807903289795,3.635859966278076,3.6769356727600098,Traffic:,198,198,198,198
Time:,1.353027582168579,1.8701069355010986,3.6921889781951904,3.7389845848083496,Traffic:,202,202,201,201
Time:,1.4016644954681396,1.933506965637207,3.7890827655792236,3.832636594772339,Traffic:,198,198,185,185
Time:,1.428706407546997,1.9616711139678955,3.8423757553100586,3.8890416622161865,Traffic:,91,91,91,91
Time:,1.478238582611084,2.009514093399048,3.9372994899749756,3.9905173778533936,Traffic:,172,172,172,172


Time:,0.0014142990112304688,0.001486063003540039,0.0014312267303466797,0.0013580322265625,Traffic:,10,10,10,10
Time:,0.01049351692199707,0.010074138641357422,0.010599374771118164,0.009782075881958008,Traffic:,47,47,47,47
Time:,0.04490351676940918,0.05550098419189453,0.06029939651489258,0.0622868537902832,Traffic:,76,71,64,67
Time:,0.08020734786987305,0.10391592979431152,0.11398553848266602,0.11436772346496582,Traffic:,122,98,98,98
Time:,0.10722017288208008,0.12935376167297363,0.15532326698303223,0.15774178504943848,Traffic:,110,110,110,110
Time:,0.12578105926513672,0.15274977684020996,0.18540120124816895,0.1885068416595459,Traffic:,59,59,59,59
Time:,0.1644580364227295,0.19848990440368652,0.27376317977905273,0.281235933303833,Traffic:,129,129,120,120
