 ,Greedy,Weighted-A*,A*,Dijkstras, ,Greedy,Weighted-A*,A*,Dijkstras
Time:,0.18416929244995117,0.17243623733520508,0.26277804374694824,0.26035356521606445,Traffic:,161,161,159,159
Time:,0.31612730026245117,0.44120121002197266,0.6054229736328125,0.6078195571899414,Traffic:,379,374,367,366
Time:,0.6433970928192139,0.8455801010131836,1.9610610008239746,2.056356430053711,Traffic:,680,616,606,608
Time:,0.662168025970459,0.8670861721038818,1.997450828552246,2.0954294204711914,Traffic:,71,71,71,71
Time:,1.1263270378112793,1.5170722007751465,3.0072579383850098,3.142141580581665,Traffic:,306,239,195,198
Time:,1.2131140232086182,1.5907833576202393,3.100565195083618,3.2383503913879395,Traffic:,242,242,242,242
Time:,1.261754035949707,1.6388983726501465,3.1619300842285156,3.294724464416504,Traffic:,205,205,205,205
Time:,1.3069751262664795,1.717393398284912,3.249507188796997,3.3832385540008545,Traffic:,182,182,172,172
Time:,1.3314950466156006,1.7425835132598877,3.2999701499938965,3.442884922027588,Traffic:,102,102,102,102
Time:,1.3781161308288574,1.788271427154541,3.3913681507110596,3.5448641777038574,Traffic:,197,197,192,192
Time:,0.0015690326690673828,0.001413106918334961,0.0014231204986572266,0.001371145248413086,Traffic:,11,11,11,11
Time:,0.010102033615112305,0.008810281753540039,0.008614063262939453,0.00865936279296875,Traffic:,42,42,42,42
Time:,0.03541302680969238,0.042905330657958984,0.048677921295166016,0.04999661445617676,Traffic:,64,56,56,55
Time:,0.06463384628295898,0.07612323760986328,0.09985899925231934,0.10168766975402832,Traffic:,128,107,107,107
Time:,0.08783078193664551,0.10585927963256836,0.14233136177062988,0.1445307731628418,Traffic:,102,102,102,102
Time:,0.10586881637573242,0.1262664794921875,0.1735994815826416,0.17472553253173828,Traffic:,73,73,73,73
Time:,0.14206671714782715,0.16295528411865234,0.24929356575012207,0.25716352462768555,Traffic:,131,131,129,129
Time:,0.27117490768432617,0.4046354293823242,0.6018404960632324,0.6197805404663086,Traffic:,396,382,382,382
Time:,0.5934929847717285,0.8062963485717773,1.9504947662353516,2.0332887172698975,Traffic:,611,557,547,548
Time:,0.6120281219482422,0.8306221961975098,1.9913477897644043,2.0786898136138916,Traffic:,97,97,95,95
Time:,1.0876030921936035,1.3974153995513916,3.03238844871521,3.1666018962860107,Traffic:,324,234,207,209
Time:,1.172118902206421,1.4823005199432373,3.123736619949341,3.2629380226135254,Traffic:,213,213,213,213
Time:,1.221261978149414,1.526533842086792,3.179807662963867,3.320892095565796,Traffic:,227,227,227,227
Time:,1.2637629508972168,1.5729098320007324,3.265209913253784,3.4090261459350586,Traffic:,202,202,202,202
Time:,1.287858009338379,1.5983498096466064,3.330225706100464,3.4809441566467285,Traffic:,99,99,99,99
Time:,1.3313968181610107,1.6439828872680664,3.4239017963409424,3.5787010192871094,Traffic:,174,174,174,174
Time:,0.0014801025390625,0.001322031021118164,0.0012826919555664062,0.0012562274932861328,Traffic:,10,10,10,10
Time:,0.008889198303222656,0.008854150772094727,0.0080718994140625,0.008899211883544922,Traffic:,38,38,38,38
Time:,0.036762237548828125,0.04689502716064453,0.05177903175354004,0.05343127250671387,Traffic:,86,69,66,66
Time:,0.09095501899719238,0.09585094451904297,0.10372495651245117,0.11077427864074707,Traffic:,126,115,107,107
Time:,0.11415910720825195,0.11864113807678223,0.14872384071350098,0.1550593376159668,Traffic:,115,115,115,115
Time:,0.13206005096435547,0.13763833045959473,0.17555880546569824,0.18427324295043945,Traffic:,73,73,73,73
Time:,0.16928601264953613,0.17453527450561523,0.25318074226379395,0.269397497177124,Traffic:,146,146,143,143
Time:,0.2962300777435303,0.4431273937225342,0.6112849712371826,0.628624439239502,Traffic:,457,421,410,410
Time:,0.6203489303588867,0.846968412399292,1.8776490688323975,1.9801344871520996,Traffic:,626,615,589,589
Time:,0.6386208534240723,0.8691685199737549,1.907299280166626,2.012375593185425,Traffic:,80,80,80,80
Time:,1.1095647811889648,1.4990644454956055,2.949944257736206,3.093876600265503,Traffic:,332,249,197,198
Time:,1.1994638442993164,1.5839123725891113,3.0467562675476074,3.1861355304718018,Traffic:,190,190,190,190
Time:,1.2438488006591797,1.631624460220337,3.1054673194885254,3.2435154914855957,Traffic:,238,238,238,238
Time:,1.2834208011627197,1.6808876991271973,3.184826135635376,3.3274378776550293,Traffic:,154,154,142,142
Time:,1.3074486255645752,1.7058393955230713,3.2342870235443115,3.3843719959259033,Traffic:,94,94,92,92
Time:,1.3509886264801025,1.7535743713378906,3.3364107608795166,3.49554705619812,Traffic:,203,203,198,198
Time:,0.0015788078308105469,0.0014410018920898438,0.0013659000396728516,0.001249074935913086,Traffic:,20,20,20,20
Time:,0.008666753768920898,0.009088993072509766,0.008543729782104492,0.008520841598510742,Traffic:,32,32,32,32
Time:,0.07139396667480469,0.03894686698913574,0.0534214973449707,0.0505368709564209,Traffic:,60,52,52,52
Time:,0.10154604911804199,0.07664704322814941,0.09566855430603027,0.09441685676574707,Traffic:,113,91,81,81
Time:,0.12472343444824219,0.10793304443359375,0.1382765769958496,0.136671781539917,Traffic:,111,111,111,111
Time:,0.14280247688293457,0.12818503379821777,0.16893839836120605,0.16671395301818848,Traffic:,72,72,72,72
Time:,0.17853856086730957,0.1726980209350586,0.25640130043029785,0.24770498275756836,Traffic:,161,161,161,160
Time:,0.3075134754180908,0.4328420162200928,0.6026012897491455,0.6043088436126709,Traffic:,427,405,405,404
Time:,0.6196615695953369,0.9770102500915527,2.126512289047241,2.1481618881225586,Traffic:,715,627,595,595
Time:,0.6376066207885742,0.9968352317810059,2.154536247253418,2.1828887462615967,Traffic:,60,60,60,60
Time:,1.1024975776672363,1.6059401035308838,3.1623892784118652,3.2491648197174072,Traffic:,344,250,203,205
Time:,1.1926186084747314,1.7004148960113525,3.254674196243286,3.343924045562744,Traffic:,224,224,224,224
Time:,1.2365827560424805,1.7448878288269043,3.3149454593658447,3.4028828144073486,Traffic:,214,214,214,214
Time:,1.2760488986968994,1.7993288040161133,3.398559331893921,3.4905617237091064,Traffic:,162,162,156,156
Time:,1.3001158237457275,1.825040578842163,3.4421441555023193,3.545987844467163,Traffic:,78,78,78,78
Time:,1.3435320854187012,1.8686802387237549,3.5399792194366455,3.6484289169311523,Traffic:,179,179,179,179
Time:,0.0016431808471679688,0.0014569759368896484,0.0014421939849853516,0.0013880729675292969,Traffic:,4,4,4,4
Time:,0.010098934173583984,0.008877754211425781,0.008564233779907227,0.00887918472290039,Traffic:,38,38,38,38
Time:,0.0357511043548584,0.04191851615905762,0.050408363342285156,0.05074048042297363,Traffic:,71,63,61,61
Time:,0.06481814384460449,0.07308340072631836,0.10027742385864258,0.09587574005126953,Traffic:,132,102,99,102
Time:,0.0879671573638916,0.09691643714904785,0.14080309867858887,0.13918781280517578,Traffic:,80,80,80,80
Time:,0.1063532829284668,0.11551475524902344,0.1684110164642334,0.16792583465576172,Traffic:,59,59,59,59
Time:,0.14342522621154785,0.15285587310791016,0.25182199478149414,0.2598690986633301,Traffic:,144,144,141,140
Time:,0.2735922336578369,0.4083418846130371,0.6085338592529297,0.6168727874755859,Traffic:,408,405,398,398
Time:,0.5968432426452637,0.8223938941955566,2.0369129180908203,2.0899345874786377,Traffic:,643,608,555,555
Time:,0.6165621280670166,0.8420298099517822,2.075139045715332,2.1284286975860596,Traffic:,73,73,66,66
Time:,1.0966548919677734,1.36519455909729,3.009932041168213,3.109703779220581,Traffic:,314,240,189,191
Time:,1.184046745300293,1.446359634399414,3.1040380001068115,3.2051780223846436,Traffic:,183,183,183,183
Time:,1.2279026508331299,1.494642734527588,3.158182144165039,3.261537790298462,Traffic:,213,213,209,209
Time:,1.2673237323760986,1.5458168983459473,3.2474191188812256,3.3489396572113037,Traffic:,154,154,154,154
Time:,1.2915246486663818,1.570970058441162,3.2941691875457764,3.4055073261260986,Traffic:,97,97,94,94
Time:,1.335265874862671,1.6194431781768799,3.388949394226074,3.509385347366333,Traffic:,204,204,193,193
Time:,0.001528024673461914,0.0014421939849853516,0.0013251304626464844,0.0012521743774414062,Traffic:,13,13,13,13
Time:,0.008719205856323242,0.00914621353149414,0.008764266967773438,0.00892019271850586,Traffic:,43,43,43,43
Time:,0.03557300567626953,0.04526519775390625,0.05168628692626953,0.05207014083862305,Traffic:,78,70,67,67
Time:,0.06464409828186035,0.08263921737670898,0.0997462272644043,0.1028749942779541,Traffic:,141,118,118,118
Time:,0.09102416038513184,0.10803723335266113,0.14440417289733887,0.14568305015563965,Traffic:,101,101,101,101
Time:,0.10941147804260254,0.1282973289489746,0.17323613166809082,0.17464685440063477,Traffic:,52,52,52,52
Time:,0.14539456367492676,0.17287611961364746,0.25498032569885254,0.2583298683166504,Traffic:,134,134,134,133
Time:,0.2743687629699707,0.44878101348876953,0.599029541015625,0.596341609954834,Traffic:,399,383,379,379
Time:,0.5940375328063965,0.8972220420837402,1.9231762886047363,1.9955415725708008,Traffic:,650,597,566,565
Time:,0.6121664047241211,0.9184961318969727,1.9670212268829346,2.0381712913513184,Traffic:,70,70,68,68
Time:,1.0887444019317627,1.4831948280334473,2.7992212772369385,2.9108312129974365,Traffic:,353,237,187,187
Time:,1.171703577041626,1.5747227668762207,2.894885301589966,3.007505416870117,Traffic:,228,228,228,228
Time:,1.2179145812988281,1.6194708347320557,2.9471821784973145,3.067098379135132,Traffic:,231,231,224,224
Time:,1.2584307193756104,1.6658430099487305,3.035048007965088,3.1535816192626953,Traffic:,175,175,175,175
Time:,1.2819535732269287,1.6911780834197998,3.0891201496124268,3.217261552810669,Traffic:,118,118,113,113
Time:,1.3252644538879395,1.7373790740966797,3.17590594291687,3.310476541519165,Traffic:,180,180,180,180
Time:,0.0015528202056884766,0.0013968944549560547,0.0012760162353515625,0.0012540817260742188,Traffic:,11,11,11,11
Time:,0.008785724639892578,0.008311748504638672,0.008022069931030273,0.008529186248779297,Traffic:,40,40,40,40
Time:,0.07148170471191406,0.03855299949645996,0.049414873123168945,0.049427032470703125,Traffic:,62,54,54,56
Time:,0.10095572471618652,0.06958413124084473,0.09253787994384766,0.09174513816833496,Traffic:,161,118,108,108
Time:,0.12382197380065918,0.09273433685302734,0.13771796226501465,0.13798928260803223,Traffic:,96,96,96,96
Time:,0.14197492599487305,0.11107635498046875,0.1687028408050537,0.168060302734375,Traffic:,75,75,75,75
Time:,0.1773519515991211,0.1476292610168457,0.2538619041442871,0.25206446647644043,Traffic:,126,126,126,126
Time:,0.3009951114654541,0.3945600986480713,0.6032440662384033,0.6177976131439209,Traffic:,412,398,398,399
Time:,0.6668221950531006,0.952970027923584,2.0956830978393555,2.1829466819763184,Traffic:,705,662,627,627
Time:,0.6849703788757324,0.9795870780944824,2.1324222087860107,2.226200580596924,Traffic:,81,81,79,79
Time:,1.157928228378296,1.526561975479126,3.10520339012146,3.290255546569824,Traffic:,351,252,213,214
Time:,1.2410154342651367,1.5990440845489502,3.189777374267578,3.377284526824951,Traffic:,175,175,175,175
Time:,1.28645920753479,1.6428711414337158,3.2422003746032715,3.43585467338562,Traffic:,201,201,201,201
Time:,1.3258843421936035,1.6885080337524414,3.325300693511963,3.5204906463623047,Traffic:,153,153,150,150
Time:,1.3499152660369873,1.712482213973999,3.3733654022216797,3.569488763809204,Traffic:,93,93,90,90
Time:,1.392362356185913,1.7579362392425537,3.444826364517212,3.646574020385742,Traffic:,181,181,162,162
Time:,0.0015461444854736328,0.001422882080078125,0.0012822151184082031,0.0012516975402832031,Traffic:,4,4,4,4
Time:,0.00871896743774414,0.009288787841796875,0.009426116943359375,0.008925676345825195,Traffic:,31,31,31,31
Time:,0.0359339714050293,0.08591198921203613,0.053244829177856445,0.05195283889770508,Traffic:,74,71,57,57
Time:,0.06552982330322266,0.1274402141571045,0.10279583930969238,0.1028587818145752,Traffic:,114,112,101,101
Time:,0.08831095695495605,0.15268731117248535,0.14928793907165527,0.14725661277770996,Traffic:,99,99,99,99
Time:,0.10626006126403809,0.1715853214263916,0.18033289909362793,0.1811995506286621,Traffic:,50,50,50,50
Time:,0.1419820785522461,0.2145252227783203,0.26525378227233887,0.26369452476501465,Traffic:,151,151,143,143
Time:,0.2756309509277344,0.4548180103302002,0.6110579967498779,0.6085255146026611,Traffic:,397,366,366,366
Time:,0.5894780158996582,0.8923392295837402,1.975635051727295,2.0364465713500977,Traffic:,620,613,596,596
Time:,0.6077020168304443,0.9112632274627686,2.008917808532715,2.071134567260742,Traffic:,70,70,70,70
Time:,1.082937240600586,1.457383155822754,3.1174967288970947,3.203209638595581,Traffic:,340,253,213,215
Time:,1.1733849048614502,1.5525884628295898,3.211885690689087,3.29388165473938,Traffic:,206,206,206,206
Time:,1.2225608825683594,1.5983095169067383,3.2671916484832764,3.3550448417663574,Traffic:,226,226,225,225
Time:,1.262542963027954,1.6443963050842285,3.3541154861450195,3.446141004562378,Traffic:,169,169,162,162
Time:,1.2869253158569336,1.6713054180145264,3.4039015769958496,3.4975991249084473,Traffic:,101,101,101,101
Time:,1.3297643661499023,1.728114366531372,3.507976531982422,3.6021151542663574,Traffic:,203,203,197,197
Time:,0.001661062240600586,0.001528024673461914,0.0013971328735351562,0.0013470649719238281,Traffic:,12,12,12,12
Time:,0.009871959686279297,0.008838891983032227,0.008407354354858398,0.009428977966308594,Traffic:,33,33,33,33
Time:,0.03736114501953125,0.04687976837158203,0.05754232406616211,0.05317807197570801,Traffic:,73,67,67,72
Time:,0.06699824333190918,0.08497786521911621,0.10091638565063477,0.09884214401245117,Traffic:,126,105,93,93
Time:,0.09013700485229492,0.11906170845031738,0.1457533836364746,0.14349627494812012,Traffic:,118,118,118,118
Time:,0.10784411430358887,0.1400904655456543,0.17530202865600586,0.17600202560424805,Traffic:,73,73,73,73
Time:,0.143388032913208,0.17685866355895996,0.249006986618042,0.2515273094177246,Traffic:,127,127,127,127
Time:,0.2704169750213623,0.4532206058502197,0.6123321056365967,0.6160273551940918,Traffic:,407,393,393,393
Time:,0.5972192287445068,0.8716874122619629,1.981339931488037,2.086487293243408,Traffic:,654,616,616,615
Time:,0.6154353618621826,0.8910195827484131,2.0136570930480957,2.118854522705078,Traffic:,75,75,74,74
Time:,1.0909302234649658,1.4491899013519287,2.9763083457946777,3.150228261947632,Traffic:,305,174,172,172
Time:,1.1818950176239014,1.525501012802124,3.072190999984741,3.2409005165100098,Traffic:,183,183,183,183
Time:,1.2303318977355957,1.5711078643798828,3.129664897918701,3.296644449234009,Traffic:,213,213,208,208
Time:,1.2726118564605713,1.617384672164917,3.212033987045288,3.380340337753296,Traffic:,167,167,167,167
Time:,1.2987678050994873,1.641014814376831,3.2577741146087646,3.4320173263549805,Traffic:,87,87,87,87
Time:,1.3440871238708496,1.6846649646759033,3.3502402305603027,3.5322492122650146,Traffic:,171,171,171,171
Time:,0.001196146011352539,0.0011870861053466797,0.001207113265991211,0.0012097358703613281,Traffic:,15,15,15,15
Time:,0.008247137069702148,0.008010149002075195,0.00803518295288086,0.009189844131469727,Traffic:,39,39,39,39
Time:,0.033907175064086914,0.043897390365600586,0.04778909683227539,0.05140972137451172,Traffic:,77,68,68,68
Time:,0.06382393836975098,0.08248567581176758,0.09381628036499023,0.09618568420410156,Traffic:,122,95,95,95
Time:,0.08703303337097168,0.10483169555664062,0.13686013221740723,0.13837265968322754,Traffic:,89,89,89,89
Time:,0.1058661937713623,0.12308287620544434,0.16360688209533691,0.1661367416381836,Traffic:,61,61,61,61
Time:,0.14197516441345215,0.16037297248840332,0.2450716495513916,0.24813127517700195,Traffic:,168,159,159,159
Time:,0.2646341323852539,0.3374648094177246,0.5868105888366699,0.5918674468994141,Traffic:,364,334,332,332
Time:,0.5825531482696533,0.8023245334625244,1.9579367637634277,2.052356719970703,Traffic:,669,622,592,592
Time:,0.6006360054016113,0.822751522064209,1.9884216785430908,2.0845844745635986,Traffic:,51,51,51,51
Time:,1.0771808624267578,1.442300796508789,3.104431629180908,3.2268855571746826,Traffic:,286,248,214,220
Time:,1.1647958755493164,1.5344016551971436,3.198977470397949,3.3175535202026367,Traffic:,222,222,222,222
Time:,1.2089190483093262,1.579939842224121,3.2549386024475098,3.373889684677124,Traffic:,211,211,204,204
Time:,1.2492871284484863,1.6359889507293701,3.339606523513794,3.4632346630096436,Traffic:,198,198,189,189
Time:,1.273329257965088,1.6628808975219727,3.3883955478668213,3.516406774520874,Traffic:,117,117,116,116
Time:,1.317143201828003,1.706751823425293,3.4749014377593994,3.605059862136841,Traffic:,171,171,161,161
Time:,0.0015180110931396484,0.001538991928100586,0.001386880874633789,0.0012309551239013672,Traffic:,12,12,12,12
Time:,0.00934600830078125,0.00948190689086914,0.009384870529174805,0.008869647979736328,Traffic:,41,41,41,41
Time:,0.06915140151977539,0.04718375205993652,0.055116891860961914,0.05205869674682617,Traffic:,85,71,70,70
Time:,0.09861230850219727,0.08876776695251465,0.10698771476745605,0.10315155982971191,Traffic:,121,116,116,116
Time:,0.12357234954833984,0.11518979072570801,0.14895176887512207,0.15001440048217773,Traffic:,98,98,98,98
Time:,0.14175653457641602,0.13492655754089355,0.17851710319519043,0.18220067024230957,Traffic:,96,96,96,96
Time:,0.1770944595336914,0.17601251602172852,0.264620304107666,0.26587677001953125,Traffic:,120,120,120,120
Time:,0.3017456531524658,0.4533207416534424,0.6210043430328369,0.6186258792877197,Traffic:,436,419,408,408
Time:,0.6272945404052734,0.8975987434387207,1.9955873489379883,2.109368085861206,Traffic:,683,642,612,612
Time:,0.6480698585510254,0.9186816215515137,2.02929949760437,2.141842842102051,Traffic:,84,84,79,79
Time:,1.1190109252929688,1.4571354389190674,3.0270867347717285,3.19451904296875,Traffic:,350,225,198,198
Time:,1.2034449577331543,1.5430371761322021,3.125046491622925,3.2856149673461914,Traffic:,211,211,211,211
Time:,1.2505829334259033,1.5882282257080078,3.1796634197235107,3.3405590057373047,Traffic:,215,215,215,215
Time:,1.2891578674316406,1.636484146118164,3.259251356124878,3.426466226577759,Traffic:,172,172,172,172
Time:,1.313797950744629,1.6614902019500732,3.310378313064575,3.4861462116241455,Traffic:,87,87,85,85
Time:,1.3616771697998047,1.7064812183380127,3.4023194313049316,3.585764169692993,Traffic:,185,185,176,176
Time:,0.0015218257904052734,0.001506805419921875,0.0014140605926513672,0.0014371871948242188,Traffic:,16,16,16,16
Time:,0.009886980056762695,0.008971691131591797,0.008163928985595703,0.008356332778930664,Traffic:,42,42,42,42
Time:,0.03570389747619629,0.04712677001953125,0.049997806549072266,0.04870319366455078,Traffic:,71,71,66,66
Time:,0.06581592559814453,0.08713293075561523,0.09032583236694336,0.09427332878112793,Traffic:,105,75,75,75
Time:,0.08849096298217773,0.10924124717712402,0.13754987716674805,0.13878917694091797,Traffic:,95,95,95,95
Time:,0.10669779777526855,0.1309523582458496,0.16474604606628418,0.1675112247467041,Traffic:,77,77,77,77
Time:,0.14437389373779297,0.17142033576965332,0.24230408668518066,0.24790215492248535,Traffic:,145,145,143,143
Time:,0.2687249183654785,0.44480419158935547,0.5799961090087891,0.5874459743499756,Traffic:,406,388,379,379
Time:,0.5944128036499023,0.829113245010376,1.797316074371338,1.8920679092407227,Traffic:,608,565,518,518
Time:,0.6135311126708984,0.8614623546600342,1.832129955291748,1.9231257438659668,Traffic:,43,43,43,43
Time:,1.0855894088745117,1.359527349472046,2.8128180503845215,2.8523857593536377,Traffic:,330,212,186,187
Time:,1.1745367050170898,1.4430840015411377,2.905170202255249,2.94193172454834,Traffic:,213,213,213,213
Time:,1.2193927764892578,1.4876611232757568,2.9616613388061523,2.9997897148132324,Traffic:,207,207,203,203
Time:,1.2589197158813477,1.5409390926361084,3.0453784465789795,3.0842344760894775,Traffic:,183,162,162,161
Time:,1.282256841659546,1.5681722164154053,3.101463556289673,3.1527345180511475,Traffic:,106,106,102,102
Time:,1.3248000144958496,1.6182169914245605,3.2322986125946045,3.2555763721466064,Traffic:,207,207,202,202
Time:,0.0016379356384277344,0.0014579296112060547,0.0013339519500732422,0.0012562274932861328,Traffic:,19,19,19,19
Time:,0.008899927139282227,0.008679866790771484,0.008080244064331055,0.008286237716674805,Traffic:,46,46,46,46
Time:,0.036251068115234375,0.04562997817993164,0.04928302764892578,0.05082416534423828,Traffic:,72,65,65,65
Time:,0.06627011299133301,0.08809709548950195,0.09904599189758301,0.10394525527954102,Traffic:,102,100,93,93
Time:,0.0924680233001709,0.11124324798583984,0.14655804634094238,0.1496732234954834,Traffic:,113,113,113,113
Time:,0.11068892478942871,0.1310582160949707,0.17569208145141602,0.18174195289611816,Traffic:,62,62,62,62
Time:,0.14558982849121094,0.16700029373168945,0.25367188453674316,0.26629114151000977,Traffic:,140,140,138,138
Time:,0.27832770347595215,0.43072938919067383,0.5912559032440186,0.6241919994354248,Traffic:,378,381,372,371
Time:,0.6068787574768066,0.8307263851165771,1.9461030960083008,2.0625789165496826,Traffic:,657,577,562,562
Time:,0.6253838539123535,0.8562123775482178,1.9863078594207764,2.106517791748047,Traffic:,94,94,87,87
Time:,1.1019277572631836,1.410144329071045,3.0310299396514893,3.1794657707214355,Traffic:,316,243,206,207
Time:,1.188948631286621,1.499056100845337,3.1234657764434814,3.270115613937378,Traffic:,204,204,204,204
Time:,1.2372286319732666,1.5444302558898926,3.1773667335510254,3.328700542449951,Traffic:,208,208,206,206
Time:,1.2767417430877686,1.5943281650543213,3.2564079761505127,3.4103715419769287,Traffic:,180,180,169,169
Time:,1.301245927810669,1.6182701587677002,3.3094708919525146,3.475736379623413,Traffic:,96,96,96,96
Time:,1.3452019691467285,1.6636731624603271,3.3889777660369873,3.561540365219116,Traffic:,155,155,136,136
Time:,0.0013549327850341797,0.0013148784637451172,0.0012612342834472656,0.0013151168823242188,Traffic:,12,12,12,12
Time:,0.008498668670654297,0.008083581924438477,0.007940292358398438,0.008145809173583984,Traffic:,32,32,32,32
Time:,0.0724637508392334,0.042511701583862305,0.0503232479095459,0.05158281326293945,Traffic:,80,77,73,73
Time:,0.10245251655578613,0.0803368091583252,0.09765911102294922,0.09756302833557129,Traffic:,150,107,107,107
Time:,0.12526345252990723,0.11885380744934082,0.1426703929901123,0.14259123802185059,Traffic:,144,144,144,144
Time:,0.14391636848449707,0.13693904876708984,0.1721513271331787,0.1741170883178711,Traffic:,73,73,73,73
Time:,0.18041729927062988,0.1734161376953125,0.24382948875427246,0.25133514404296875,Traffic:,121,121,119,119
Time:,0.30612921714782715,0.4366953372955322,0.591118335723877,0.6028342247009277,Traffic:,426,378,361,361
Time:,0.6148552894592285,0.8481791019439697,2.0703134536743164,2.1483452320098877,Traffic:,739,604,590,590
Time:,0.6331474781036377,0.8690290451049805,2.105280637741089,2.1840550899505615,Traffic:,77,77,77,77
Time:,1.096564531326294,1.435831069946289,2.997302532196045,3.0946030616760254,Traffic:,309,237,192,192
Time:,1.1809775829315186,1.5204417705535889,3.0931553840637207,3.1901209354400635,Traffic:,203,203,203,203
Time:,1.2258625030517578,1.5660018920898438,3.147977352142334,3.250856876373291,Traffic:,234,234,225,225
Time:,1.265211582183838,1.6113250255584717,3.235631227493286,3.3357656002044678,Traffic:,178,178,178,178
Time:,1.2888944149017334,1.6387181282043457,3.2829630374908447,3.3860056400299072,Traffic:,96,96,96,96
Time:,1.3316552639007568,1.6891322135925293,3.3833811283111572,3.490996837615967,Traffic:,176,176,167,167
Time:,0.0015947818756103516,0.0015170574188232422,0.0014431476593017578,0.0015249252319335938,Traffic:,7,7,7,7
Time:,0.009901762008666992,0.008880853652954102,0.008540153503417969,0.008657693862915039,Traffic:,44,44,44,44
Time:,0.03644275665283203,0.04277300834655762,0.05640053749084473,0.05309462547302246,Traffic:,64,63,63,63
Time:,0.06565189361572266,0.08197283744812012,0.10891366004943848,0.10418081283569336,Traffic:,123,105,105,105
Time:,0.08862876892089844,0.11856198310852051,0.1575624942779541,0.14933180809020996,Traffic:,139,139,136,136
Time:,0.10656976699829102,0.13837575912475586,0.18816518783569336,0.17829394340515137,Traffic:,89,89,89,89
Time:,0.14215850830078125,0.1837024688720703,0.272705078125,0.26511096954345703,Traffic:,155,155,149,148
Time:,0.27411651611328125,0.3798525333404541,0.6238670349121094,0.6137700080871582,Traffic:,373,360,355,356
Time:,0.6011455059051514,0.8092155456542969,1.9303410053253174,2.0412261486053467,Traffic:,648,587,571,573
Time:,0.6215107440948486,0.8308115005493164,1.9745221138000488,2.082571268081665,Traffic:,78,78,77,77
Time:,1.0998988151550293,1.227294683456421,2.7313084602355957,2.926607370376587,Traffic:,321,174,156,166
Time:,1.1856536865234375,1.3214197158813477,2.8285415172576904,3.019608497619629,Traffic:,206,206,206,206
Time:,1.2296054363250732,1.3692800998687744,2.8855178356170654,3.0832326412200928,Traffic:,205,205,205,205
Time:,1.2693662643432617,1.4190080165863037,2.965967893600464,3.165116548538208,Traffic:,165,165,165,165
Time:,1.2935833930969238,1.4439380168914795,3.0087618827819824,3.2183353900909424,Traffic:,97,97,97,97
Time:,1.3386414051055908,1.491422176361084,3.104400873184204,3.3160665035247803,Traffic:,203,203,203,203
Time:,0.001615762710571289,0.0014290809631347656,0.0013780593872070312,0.0012726783752441406,Traffic:,11,11,11,11
Time:,0.009113788604736328,0.00838613510131836,0.008574247360229492,0.008394718170166016,Traffic:,46,46,46,46
Time:,0.03682279586791992,0.04541802406311035,0.04974031448364258,0.0502324104309082,Traffic:,58,52,46,46
Time:,0.06595778465270996,0.08115196228027344,0.09687638282775879,0.09956741333007812,Traffic:,134,100,100,100
Time:,0.09242701530456543,0.11406183242797852,0.1443166732788086,0.14539742469787598,Traffic:,130,130,130,130
Time:,0.11078977584838867,0.13222289085388184,0.17251133918762207,0.17463445663452148,Traffic:,68,68,68,68
Time:,0.14558696746826172,0.16949987411499023,0.2477433681488037,0.25595641136169434,Traffic:,155,147,147,147
Time:,0.28110599517822266,0.4446280002593994,0.6064324378967285,0.6155405044555664,Traffic:,398,394,384,384
Time:,0.601154088973999,0.9244952201843262,2.025411367416382,2.1025915145874023,Traffic:,711,674,625,627
Time:,0.6211452484130859,0.9458742141723633,2.05869722366333,2.139833688735962,Traffic:,77,77,77,77
Time:,1.097036361694336,1.4911582469940186,3.045279026031494,3.1727585792541504,Traffic:,325,244,195,194
Time:,1.1834602355957031,1.5783274173736572,3.1374173164367676,3.264786720275879,Traffic:,225,225,225,225
Time:,1.2266960144042969,1.6232936382293701,3.188931465148926,3.3205018043518066,Traffic:,222,222,222,222
Time:,1.266103982925415,1.671844482421875,3.273911476135254,3.4059507846832275,Traffic:,179,179,179,179
Time:,1.2920167446136475,1.698251485824585,3.3405685424804688,3.4823317527770996,Traffic:,100,100,97,97
Time:,1.3355648517608643,1.742614507675171,3.427342653274536,3.568420171737671,Traffic:,200,200,171,171
Time:,0.0015571117401123047,0.0014331340789794922,0.001377105712890625,0.0012569427490234375,Traffic:,15,15,15,15
Time:,0.008557319641113281,0.008698225021362305,0.009077072143554688,0.009023904800415039,Traffic:,31,31,31,31
Time:,0.0738072395324707,0.04489850997924805,0.051010847091674805,0.05470895767211914,Traffic:,66,66,51,50
Time:,0.10339736938476562,0.07622432708740234,0.09273600578308105,0.0980379581451416,Traffic:,119,93,80,80
Time:,0.1267404556274414,0.10688042640686035,0.1374189853668213,0.1424250602722168,Traffic:,114,114,114,114
Time:,0.1459033489227295,0.12732529640197754,0.16424202919006348,0.17420315742492676,Traffic:,58,58,58,58
Time:,0.18182730674743652,0.1659255027770996,0.24739813804626465,0.26250505447387695,Traffic:,147,147,143,143
Time:,0.31170010566711426,0.42533230781555176,0.5928142070770264,0.6118898391723633,Traffic:,384,377,373,376
Time:,0.6324269771575928,0.8912324905395508,1.9049081802368164,2.0320627689361572,Traffic:,651,613,587,587
Time:,0.6505179405212402,0.9120213985443115,1.9375653266906738,2.065807819366455,Traffic:,71,71,71,71
