 ,Greedy,Uniform,A*,Dijkstras, ,Greedy,Uniform,A*,Dijkstras
Time:,0.11122894287109375,0.1127467155456543,0.10931777954101562,0.11444592475891113,Traffic:,116,96,96,96
Time:,0.13588690757751465,0.16179561614990234,0.15940046310424805,0.16225790977478027,Traffic:,88,88,88,88
Time:,0.15565705299377441,0.19360566139221191,0.18963837623596191,0.19407320022583008,Traffic:,67,67,67,67
Time:,0.19637513160705566,0.28331470489501953,0.2779524326324463,0.2889692783355713,Traffic:,116,111,111,111
Time:,0.33054375648498535,0.7392699718475342,0.6647303104400635,0.6792023181915283,Traffic:,413,396,396,396
Time:,0.7241039276123047,2.531721830368042,2.3012750148773193,2.400888442993164,Traffic:,625,563,563,564
Time:,0.7443270683288574,2.580321788787842,2.343752145767212,2.4463934898376465,Traffic:,82,82,82,82
Time:,1.2985692024230957,3.5988070964813232,3.3408989906311035,3.459737539291382,Traffic:,322,174,174,176
Time:,1.3913562297821045,3.693588972091675,3.434988021850586,3.5580368041992188,Traffic:,157,157,157,157
Time:,1.4391140937805176,3.7562451362609863,3.4967329502105713,3.6196861267089844,Traffic:,197,197,197,197
Time:,1.4834723472595215,3.8479061126708984,3.595590114593506,3.7118842601776123,Traffic:,180,180,180,180
Time:,1.5102663040161133,3.911653757095337,3.649254083633423,3.7759783267974854,Traffic:,101,101,101,101
Time:,1.5574753284454346,4.012064695358276,3.744678020477295,3.877401351928711,Traffic:,221,205,205,205


Time:,0.0013141632080078125,0.0012900829315185547,0.0013272762298583984,0.001943826675415039,Traffic:,9,9,9,9
Time:,0.008962154388427734,0.009420156478881836,0.009934425354003906,0.010396957397460938,Traffic:,61,61,61,61
Time:,0.0686180591583252,0.06178998947143555,0.06296133995056152,0.0625920295715332,Traffic:,92,65,65,65
Time:,0.10170292854309082,0.11542201042175293,0.11543917655944824,0.11730003356933594,Traffic:,128,94,94,94
Time:,0.12638497352600098,0.16194701194763184,0.16007709503173828,0.1648409366607666,Traffic:,108,108,108,108
Time:,0.1464097499847412,0.1943042278289795,0.1904892921447754,0.19808292388916016,Traffic:,68,68,68,68
Time:,0.18604564666748047,0.28290224075317383,0.27698445320129395,0.2869737148284912,Traffic:,143,141,141,141
Time:,0.31869077682495117,0.648813009262085,0.6431221961975098,0.6588447093963623,Traffic:,403,377,377,377
Time:,0.6705479621887207,2.3011550903320312,2.156217098236084,2.2682626247406006,Traffic:,699,597,597,597
Time:,0.6904828548431396,2.3505232334136963,2.1964690685272217,2.314234733581543,Traffic:,89,89,89,89
Time:,1.2101812362670898,3.4817440509796143,3.280967950820923,3.422161817550659,Traffic:,334,198,198,199
Time:,1.3025569915771484,3.5832509994506836,3.3824362754821777,3.5223147869110107,Traffic:,211,211,211,211
Time:,1.3518941402435303,3.6439781188964844,3.442288398742676,3.585965871810913,Traffic:,201,201,201,201
Time:,1.397244930267334,3.736849069595337,3.535107374191284,3.6811506748199463,Traffic:,199,189,189,189
Time:,1.4248719215393066,3.799417018890381,3.5900473594665527,3.7443466186523438,Traffic:,111,111,111,111
Time:,1.4738152027130127,3.8908498287200928,3.6780805587768555,3.833707571029663,Traffic:,213,192,192,192


Time:,0.001295328140258789,0.0011949539184570312,0.0017499923706054688,0.0011298656463623047,Traffic:,8,8,8,8
Time:,0.008742332458496094,0.009141921997070312,0.010094165802001953,0.009523868560791016,Traffic:,43,43,43,43
Time:,0.0656592845916748,0.05824089050292969,0.05704545974731445,0.05615115165710449,Traffic:,56,53,53,53
Time:,0.09952545166015625,0.11505293846130371,0.11534953117370605,0.11547207832336426,Traffic:,105,91,91,93
Time:,0.12529754638671875,0.15920615196228027,0.15845251083374023,0.16176104545593262,Traffic:,89,89,89,89
Time:,0.1454474925994873,0.19214892387390137,0.18930959701538086,0.19423222541809082,Traffic:,84,84,84,84
Time:,0.18468952178955078,0.28360581398010254,0.2757575511932373,0.2894620895385742,Traffic:,130,130,130,130
Time:,0.32024240493774414,0.6676735877990723,0.6566717624664307,0.667748212814331,Traffic:,446,414,415,414
Time:,0.6815674304962158,2.3801467418670654,2.247727632522583,2.3598830699920654,Traffic:,657,593,593,593
Time:,0.7035865783691406,2.421659469604492,2.2853715419769287,2.4026381969451904,Traffic:,67,60,60,60
Time:,1.2213585376739502,3.4848525524139404,3.3146307468414307,3.4825260639190674,Traffic:,293,177,177,178
Time:,1.315307378768921,3.5856375694274902,3.4173266887664795,3.5844390392303467,Traffic:,194,194,194,194
Time:,1.3639347553253174,3.6486716270446777,3.4797534942626953,3.6471669673919678,Traffic:,227,221,221,221
Time:,1.4084267616271973,3.7441647052764893,3.5730535984039307,3.7409000396728516,Traffic:,169,169,169,171
Time:,1.4360487461090088,3.808185577392578,3.62777042388916,3.8047549724578857,Traffic:,85,82,82,82
Time:,1.4819936752319336,3.915634870529175,3.731701135635376,3.913986921310425,Traffic:,201,187,187,187


Time:,0.0027818679809570312,0.0011959075927734375,0.001207113265991211,0.0013680458068847656,Traffic:,8,8,8,8
Time:,0.009953975677490234,0.008069992065429688,0.008264303207397461,0.010802984237670898,Traffic:,26,26,26,26
Time:,0.06695389747619629,0.05551886558532715,0.053908348083496094,0.05802488327026367,Traffic:,72,60,60,60
Time:,0.09872269630432129,0.1071479320526123,0.10447907447814941,0.10729479789733887,Traffic:,128,110,110,110
Time:,0.12390947341918945,0.15266990661621094,0.15245699882507324,0.1552436351776123,Traffic:,97,97,97,97
Time:,0.14406847953796387,0.18416905403137207,0.18169403076171875,0.18697047233581543,Traffic:,64,64,64,64
Time:,0.18398547172546387,0.27222418785095215,0.2647738456726074,0.2772824764251709,Traffic:,122,121,121,121
Time:,0.31974363327026367,0.6383330821990967,0.6296608448028564,0.6384165287017822,Traffic:,355,326,326,326
Time:,0.6785306930541992,2.4237630367279053,2.3229198455810547,2.3309924602508545,Traffic:,720,623,623,623
Time:,0.6990218162536621,2.4713330268859863,2.368328809738159,2.3796613216400146,Traffic:,71,71,71,71
Time:,1.2150299549102783,3.4276041984558105,3.2963287830352783,3.3293044567108154,Traffic:,326,184,184,184
Time:,1.306678056716919,3.5274248123168945,3.397981643676758,3.4298365116119385,Traffic:,225,225,225,225
Time:,1.3542571067810059,3.589197874069214,3.4599666595458984,3.4926304817199707,Traffic:,211,211,211,211
Time:,1.3979930877685547,3.682178020477295,3.55271577835083,3.5869407653808594,Traffic:,185,184,185,184
Time:,1.4243531227111816,3.7345330715179443,3.602529764175415,3.6404497623443604,Traffic:,92,91,91,91
Time:,1.4728102684020996,3.8343541622161865,3.6950807571411133,3.7414467334747314,Traffic:,176,176,176,176


Time:,0.001245260238647461,0.0012900829315185547,0.0011949539184570312,0.0014081001281738281,Traffic:,19,19,19,19
Time:,0.00832819938659668,0.009141206741333008,0.009115219116210938,0.009573221206665039,Traffic:,36,36,36,36
Time:,0.06417512893676758,0.05761313438415527,0.055605173110961914,0.05646538734436035,Traffic:,84,72,72,76
Time:,0.09660506248474121,0.12021732330322266,0.11365318298339844,0.11758852005004883,Traffic:,133,118,118,121
Time:,0.1227731704711914,0.17222237586975098,0.16069507598876953,0.16868948936462402,Traffic:,104,104,104,104
Time:,0.14404726028442383,0.208740234375,0.19955229759216309,0.20877933502197266,Traffic:,75,75,75,75
Time:,0.18751025199890137,0.3055732250213623,0.2833123207092285,0.29729127883911133,Traffic:,120,115,115,115
Time:,0.32513427734375,0.6909053325653076,0.6791622638702393,0.8733282089233398,Traffic:,409,375,375,375
Time:,0.6732802391052246,2.670128107070923,2.3122591972351074,2.5597853660583496,Traffic:,627,594,595,594
Time:,0.6946001052856445,2.7150890827178955,2.352191209793091,2.604055404663086,Traffic:,71,69,69,69
Time:,1.2053461074829102,3.7940499782562256,3.383409261703491,3.7154252529144287,Traffic:,299,189,189,189
Time:,1.2974421977996826,3.890859842300415,3.4856362342834473,3.817279100418091,Traffic:,198,198,198,198
Time:,1.3468294143676758,3.9500787258148193,3.5428671836853027,3.8777852058410645,Traffic:,204,202,202,202
Time:,1.3898022174835205,4.039323806762695,3.6299149990081787,3.9677960872650146,Traffic:,159,157,157,157
Time:,1.416025161743164,4.10153865814209,3.6842257976531982,4.042407989501953,Traffic:,101,101,101,101
Time:,1.4665682315826416,4.20711350440979,3.7825777530670166,4.1436848640441895,Traffic:,183,180,180,180


